Name,Glass,Paper & Card,Metal,Organic,Wood,WEEE,Batteries,Tyres,Soil,Plasterboard,Oil,Other Materials,Textiles,Co-mingled,Plastic,Furniture,Composite,Rubble,Paint
Watford Borough Council,3.95,5.4,0,1744.62,0,6.615,0,0,0,0,0,0,5.94,1943.09,0,0,0,0,0
North Lincolnshire Council,937.242,1079.786,557.52,6475.63,1021.96,338.383,15.206,4.559,0,27.9,10.8,125.786,284.366,1014.845,143.663,29.328,2.753,1031.2,0.64
Melton Borough Council,0,0.831,0.01,1230.09,0,4.733,0,0,0,0,0,2.554,21.129,1479.06,0,13.854,0,0,0
North Norfolk District Council,0,0,0,2379.96,0,12.12,0,0,0,0,0,0,14.123,3083.06,0,0,0,0,0
Ryedale District Council,437.82,524.26,108.73,1776.73,0,2.25,0,0,0,0,0,0,32.06,0,68.82,0,1.09,0,0
Daventry District Council,518.77,763.23,91.29,3217.45,0,0,0,0,0,0,0,0,1.16,0,126.06,6.38,0,0,0
Stafford Borough Council,0,684.23,1.3,4644.32,0,0,0,0,0,0,0,0,0.26,2646.98,0,0,0,0,0
Guildford Borough Council,49.7,171.1,0,3336.58,0,0,0,0,0,0,0,0,0,3678.44,0,0,0,0,0
Adur District Council,0,40.82,0,589.96,0,3.668,0,0,0,0,0,0,11.54,1303.74,0,0,0,0,0
Haringey LB,2.95,121.87,98.47,2400.7,588.18,133.99,0,9.66,0,50.49,3,0,124.85,5169.31,8.29,49.91,0,790,2.85
Bristol City Council,2520.66,3861.22,790.69,6393.75,1774.52,376.42,8.08,13.94,0,56.88,7.92,9.5,176.43,0,983.94,0,0,2170.57,0
Council of the Isles of Scilly,97.59,0,49.14,0,0,3.6,0,0.1,0,0,3.5,0,0.825,0,0,0,0,0,0
Teignbridge District Council,939.82,869.698,180.128,4312.981,9.98,6.756,0,0,0,0,0,360.214,47.486,0,162.15,26.935,2.899,0,0
Braintree District Council,733.72,58.54,0,4411.54,0,0,0,0,0,0,0,154.93,13.39,2410.61,0,0,0,0,0
Essex County Council,405.52,1605.351,1959.52,7908.8,8298.38,1721.609,42.391,80.822,0,375.1,69.825,0,350.6,0,22,164.426,0.055,0,35.6
Hampshire County Council,782.16,1823.02,3752.03,16466.6,0,1454.18,128.15,0,3208.38,494.92,52.1,1687.6,361.33,0,31.06,0,0,5958.44,0
Thanet District Council,59.96,1208.46,12.14,1581.62,0,17.17,0,0,0,0,0,0,29.31,1181.06,0,0,0,0,0
Burnley Borough Council,17.51,616.81,0,1253.9,0,1.9,0,0,0,0,0,0,5.8,731.12,0,5.83,0,0,0
Boston Borough Council,37.44,7.38,2.6,1748.9,0,4.506,0,0,0,0,0,0,15.55,1789.34,0,0,0,0,0
South Northamptonshire District Council,16.2,15.48,23.446,3730.18,0,20.886,1.341,0,79.16,0,0,0,29.55,2433.72,3.42,0,0,132.42,0
Tamworth Borough Council,13.54,8.12,0,1694.73,0,0,0,0,0,0,0,0,33.68,2028.21,0,0,0,0,0
Spelthorne Borough Council,0,1.68,0,1376.28,0,1.41,0,0,0,0,0,0,42.16,2277.28,0,0,0.26,0,0
Horsham District Council,50.26,47.51,0,3399.217,0,13.79,0,0,0,0,0,0,37.32,3232.06,0,22.88,0,0,0
Liverpool City Council,0,15.676,0,5759.5,0,0,0,0,0,0,0,440.51,177.16,7188.26,0,79.58,0.416,0,0
Barking and Dagenham LB,45.3,209.6,195.3,2012,1014.4,173.5,3.2,6,0,0,3.2,0,41.2,2178.7,49.2,0.3,0,808.2,1.5
Royal Borough of Kingston upon Thames ,781.374,1820.503,282.53,2496.36,658.64,215.687,6.384,0,0,22.94,5.5,3.4,72.063,0,568.845,439.967,12.25,856.92,0
Wiltshire,3287.36,3584.43,1462.18,11645.21,438.57,986.14,43.42,44.24,333.95,254.48,20.07,0.16,238.543,3434.12,401.69,35.98,5.51,716.33,40.17
Cornwall,720.24,1125.03,1479.11,9810.24,2861.79,796.44,49.18,2.73,0,70.74,1.05,0,112.9,8300.12,54.44,93.66,0,612.74,0
Bedford,565.63,167.48,162.06,3919.16,159.9,234.4,12.71,9.12,0,16.28,4.15,47.13,93.9,2884.62,6.34,0,0,345.62,44.4
Central Bedfordshire,1333.32,281.5,408.78,6479.17,0,293.64,6.44,61.27,0,31.83,14.7,19.1,118.52,5236.64,19.54,0,0,1367.36,0
Shropshire,1223.32,2526,416.7,12660.36,1070.8,501.55,21.74,28.32,0,105.3,12.4,48.82,221.12,1815.22,61.1,0,9.24,382.98,0
Cheshire East,134.65,527.97,514.24,14794.84,1823.08,658.33,15.54,0,0,0,10.98,304.16,207.86,9787.3,20.4,28.87,0,3213.79,0
Cheshire West and Chester,2491.86,3405.446,1101.482,13776.38,1862.31,598.069,14.889,0.42,0,0,15.336,188.12,219.802,0,1027.398,91.274,0,3203.93,9.42
Northumberland,1400.7,444.3,550.1,7499.6,1477.4,563.1,19.7,35.3,0,112.3,6.9,52.2,472.6,5216.8,180.1,0,3,1735.7,0.1
County Durham,2511.34,529.57,623.81,10472.29,2445.68,575.99,19.17,49.3,0,265,12.51,124.33,476.87,9454.6,264.6,0,0,3518.38,0
Dorset Waste Partnership,3207.02,1547.55,1429.84,15179.81,2662.36,775.99,45.96,26.28,0,228.6,26.6,398.96,483.71,6834.37,153.7,46.89,7.4,1484.77,20
