Name,Glass,Paper & Card,Metal,Plastic,Organic,Wood,WEEE,Batteries,Tyres,Soil,Plasterboard,Oil,Other Materials,Textiles,Co-mingled,Furniture,Composite,Rubble,Paint
Shepway District Council,0,758.22,0,0,2113.99,0,6.3,0,0,0,0,0,0,26.97,1271.6,0,0,0,0
Oadby and Wigston Borough Council,256.2,523.46,34.6,121.66,1334.86,0,7.056,0,0,0,0,0,0,0,0,0,0,0,0
South Norfolk Council,162.652,9.39,0,0,3043.155,0,19.83,0,3.88,0,0,0,1.125,58.61,3251.36,0,0,0,0
Kettering Borough Council,0,502.168,0,0,3289.71,0,0,0,0,0,0,0,0,28.565,2016.84,0,0,0,0
Nottinghamshire County Council,433.49,897.49,1340.13,46.87,8602.9,4247.9,864.07,25.08,13.6,0,427.3,21.66,0,224.92,0,0,0,4360.51,0
Staffordshire Moorlands District Council,0,347.34,0,0,4266.43,0,2.16,0,0,0,0,0,0,2.09,1652.7,8.32,0,0,0
Reigate and Banstead Borough Council,0,1698.6,0,0,3702,0,6.1,0,0,0,0,0,0,73.6,1554,0,0,0,0
Chichester District Council,0,167.79,0,0,1654.96,0,11.34,0,0,0,0,0,0,11.94,3296.66,0,0,0,0
Merseyside WDA (MBC),156.29,1243.29,2319.56,1017.99,7846.84,8761.54,1687.62,55.66,74.38,0,455.62,28.26,526.83,1749.5,182.38,0,726.9,10335.72,122.2
Croydon LB,39.45,2575.65,351.64,10.94,6702.04,1591.81,457.67,9.07,2.6,0,77.8,7.9,0,241.98,2766.52,0,5.42,2445.73,0
Richmond upon Thames LB,0,2664.45,208.96,0,3353.84,313.872,184.38,5.5,0,0,36.74,1.1,16.08,146.52,2129.09,25,53.52,753.76,0
Warrington Borough Council,3.76,208,220.51,13.88,6515.09,937.21,200.589,3.465,0,0,38.34,4.86,161.18,181.559,4794.08,5.838,0,550.56,0
Amber Valley Borough Council,775.58,12.08,0.25,0.74,1671.48,0,11.42,0,0,0,0,0,0.64,0,1977.7,0,0,0,0
Castle Point Borough Council,546.74,0,2.37,0,2320.16,0,0,0,0,0,0,0,0,29.447,1532.36,5.676,0,0,0
Thurrock Council,0,62.36,198.059,0,4016.78,925.1,106.91,0.948,6.96,0,38.1,0,99.02,7.92,2894.02,0,0,636.36,2.7
East Hampshire District Council,811.5,2.27,0,0,721.24,0,5.7,0,0,0,0,0,0,61.1,1853.65,0,0,0,0
Hertfordshire County Council,125.25,1127.73,1096.07,469.87,3131.56,4422.1,969.73,7.29,34.24,0,166.36,36.47,26.57,257.64,38.74,0,1.3,3081.76,0
Tunbridge Wells Borough Council,775.38,1262.86,6.46,0,3724.9,0,10.6,0,0,0,0,0,0,36.34,294.42,0,0,0,0
Fylde Borough Council,7.76,886.49,0,4.76,2376.58,0,6.16,0.02,0.11,0,0,0,0,16.77,981.35,15.028,0.1,0,0
Blackburn with Darwen Borough Council,45.6,176.66,249.84,91.3,2081.13,0,196.84,3.03,4.44,0,108.66,3.52,31.66,113.75,3040.82,0,49.92,0,0
Lincoln City Council,31.18,1.48,0,0,2026.64,0,0,0,0,0,0,0,0,4.705,2133.09,0,0,0,0
Craven District Council,6.55,574.495,1.86,0,1150.4,0,2.8,0,0.17,0,0,0,0,16.247,908.8,0,0,0,0
Tandridge District Council,4.23,61.86,0.18,0.71,1979.14,0,12.08,0,0,0,0,0,0,41.94,2496.96,0,0,0,0
Worthing Borough Council,0,33.6,0,0,1684,0,7.29,0,0,0,0,0,0,12.87,2295.62,0,0,0,0
Sefton MBC,438.57,391.95,98.46,1.51,6913.89,0,51.6,0,0,0,0,0,0,79.99,4356.42,0,0,0,0
Newcastle-upon-Tyne City Council MBC,1152.67,197.59,195,0,4067.1,1071,258.89,3.56,11.44,0,58,5.29,15,45.19,3753.2,0,0,1447,0
Harrow LB,0,0,256.9,0,5485.04,861.7,189.1,2.7,0,0,9.6,6.8,0,40.481,4560.7,0,0,0,0
South Bucks District Council,0,374.27,0,0,1527.59,0,14.2,0.92,0.66,0,0,0,0,43.538,1312.029,0,0,0,0
Erewash Borough Council,0,0,0,0,3687.46,0,24.1,0,0,0,0,0,0,0,2519.02,0,0,0,0
Plymouth City Council,184.48,175,488.33,26.24,3543.75,1599.2,334.45,9.72,5.02,0,92.18,4.48,92.01,89.2,4445.8,1.95,0,2342.81,0
Brighton and Hove Council,1587.62,215.8,239.86,4.03,1544.397,315.811,291.411,6.67,3.14,207.49,50.54,2.62,95.3,153.745,3136.3,0,1.858,601.26,3.87
Harlow District Council,5.13,9.161,0,0.368,872.06,0,31.503,0.024,0,0,0,0,0.086,24.858,1935.84,0,0,0,0
Hart District Council,779.16,54.46,0,0,1011.32,0,13.042,0,0,0,0,0,0,53.342,1519.06,0,0,0,0
Hertsmere Borough Council,5.189,576.087,0.271,1.009,2909.44,0,10.755,0,0,0,0,0,0,7.97,1218.58,0,0,0,0
Preston City Council,2.64,1242.56,32.36,0,2060.74,0,23.11,0,1.56,0,12.98,0,0,8.33,1426.92,27.25,0,0,0
West Lindsey District Council,0,5.06,5.74,0,4487.62,0,17.166,0,0,0,0,0,0,28.255,2435.11,0,0,0,0
Selby District Council,601.4,781.24,57.28,186.54,3241.91,0,3.57,0,0,0,0,0,0,21.63,0,0,0.19,0,0
Gedling Borough Council,711.686,18.683,2.98,0.614,1865.9,0,23.94,0,0,0,0,0,14.52,15.955,1924.24,0,0,0,0
Staffordshire County Council,65.47,948.43,1167.98,127.65,4278.06,325.04,1340.24,40.27,96.75,0,144.84,29.96,195.6,310.7,0,0,111.27,4857.06,0
Bolton MBC,0,2657.17,0,0,6474.46,0,0,0,0,0,0,0,0,7.166,2967.78,25.891,0,0,0
Leeds City Council MBC,2376.904,694.827,821.575,0.995,16656.848,3354.84,830.271,15.944,30.66,0,255.84,2.61,233.178,308.877,10012.72,0,2.735,0,101.507
Barnet LB,15.38,262.3,227.95,30.61,6764.4,1214.34,272.5,2.19,5.86,0,29.07,3.65,26.28,191.97,6918.95,29.34,0,1069.66,0
Lambeth LB,0,130.06,93.64,6.78,1784.29,179.4,174.67,1.63,1.72,0,0,0.95,10.89,77.95,4573.97,9.33,0.14,0,0
South Gloucestershire Council,1648.4,2660.02,721.32,150.86,8268.32,1711.34,421.04,9.91,12.59,0,87.36,9.5,11.12,416.16,994.9,0,21.52,1122.4,0
Derbyshire Dales District Council,0,584.924,0,0,2861.94,0,12.88,0,0,0,0,0,0,12.873,1120.06,0,0,0,0
Lewes District Council,607.458,778.56,58.391,69.066,360.32,0,5.219,0.85,0,0,0,0,0,25.028,0,0,1.161,0,0
Tendring District Council,452.74,1143.43,0,0,1102.02,0,0,0,0,0,0,0,0,24.787,348.68,101.999,1.185,0,0
Forest of Dean District Council,648.08,762.25,107.15,94.83,3272,0,13.76,0.78,0,0,0,0,6.69,72.11,0,66.88,1.4,0,0
Rushmoor Borough Council,513.38,5.96,0,0,729.74,0,2.8,0.6,0,0,0,0,0,40.61,1134.56,0,0,0,0
Bromsgrove District Council,0,4.05,0.14,0,2398.16,0,5.11,0,0,0,0,0,2.72,3.5,2708.77,32.53,0,0,0
Three Rivers District Council,0,0,0,0,3208.92,0,8.185,0,0,0,0,0,0,8.65,2655.66,0,0,0,0
Isle of Wight Council,135.11,1009.97,438.8,0,4607.61,903.59,384.04,23.86,26.48,0,14.52,5.57,36.35,70.9,2392.9,0.36,0,1145.44,16.74
West Lancashire Borough Council,14.09,1100.378,5.465,0,3814.34,0,17.956,0,0,0,0,0,1.193,28.455,1256.22,15.554,0,0,0
North Yorkshire County Council,217.82,1195.669,1239.227,80.89,4560.61,3080.89,799.449,38.067,17.444,0,66.52,26.9,67.333,221.55,5.31,0,0,451.38,0
Rushcliffe Borough Council,604.02,29.36,0,0,4255.52,0,0.64,2.12,0,0,0,0,56.68,15.08,1849.68,0,1.72,0,0
Newcastle-under-Lyme Borough Council,705.728,1051.737,117.057,326.536,4309.47,0,18.595,0,3.7,0,0,0,0,19.789,0,23.768,0,0,0
Epsom and Ewell Borough Council,499.33,430.64,86.69,2.34,1976.22,0,6.02,0,0,0,0,0,0,10.94,857.66,0,0,0,0
West Sussex County Council,0,1388.48,2195.6,0,11037.69,776.31,2180.44,96.08,91.43,0,384.06,37.31,99.62,435.32,132.52,44.09,0,9223.29,17.21
Rochdale MBC,0,1719.26,0,0,5833.9,0,1.27,0,0,0,0,0,48.892,45.662,2172.97,0,0,0,0
Rotherham MBC,134.3,1785.408,382.798,188.805,7760.61,1073.96,356.648,12.158,0,0,64.08,8.742,22.523,138.771,1684.74,0,1.305,1400.32,0
Birmingham City Council,220.24,7659.41,722.14,2.88,12800.79,3707.02,746.96,20.21,0,0,0,14.32,70.57,248.28,7177.67,0,1.51,3847.5,0
Sutton LB,6.38,135.44,176.68,0,2695.1,811.56,184.85,4.14,0,0,22.26,4,0,74.59,3875.12,0,104.34,886.02,0
Redditch Borough Council,0,2.87,0.36,0,17.9,0,0,0,0,0,0,0,0,18.06,1981.82,0,0,0,0
Lancashire County Council,301.11,1920.784,1924.821,718.35,4439.84,6258.94,1684.712,53.652,38.21,0,231.42,49.662,211.21,309.981,0,0,120.22,850.39,1.29
Lincolnshire County Council,102.36,529.48,632.884,301.67,6085.358,2883.64,1250.158,32.894,0,460.2,243.95,4.15,0,140.863,0,24.22,165.68,2375.05,0
Nottingham City Council,83.62,135.92,185.09,96.39,5653.37,759.01,255.71,3.07,0,84.86,48.58,2.51,140.22,43.88,4966.16,0,0.77,1897.44,0
South Oxfordshire District Council,17.06,12.64,0,0.7,4927.4,0,3.97,0.72,0,0,0,0,0,95.96,4401.14,0,0,0,0
Mendip District Council,784.241,1112.315,97.763,148.15,1972.58,0,0,2.12,0,0,0,0,56.58,63.563,0,0.858,0,0,0
Stoke-on-Trent City Council,10.187,723.39,246.318,0,6225.1,1116.65,331.58,7.97,0,116.54,64.28,7.3,25.286,44.446,3788.84,16.61,0,1108.34,0
Runnymede Borough Council,18.373,21.298,0,0,1380.58,0,3.84,0,0,0,0,0,0,14.632,1558.7,8.22,0,0,0
Crawley Borough Council,0,0,0,0,700.4,0,23.88,0,0,0,0,0,0,58.41,1865.8,0,0,0,0
Trafford MBC,0,2665.34,0,0,9476.16,0,14.4,0,0,0,0,0,0,3.09,2715.98,0,0,0,0
Solihull MBC,1090.77,131.139,184.63,2.8,6465.34,663.24,181.63,0.445,0,0,27.82,5.888,58.544,36.373,3203.34,0,45.12,1888.3,37.518
Enfield LB,0,196.45,167.28,51.12,5873.85,0,212.563,5.42,0,0,0,2.02,0,61.46,5772.31,0,0,0,0
Bracknell Forest Borough Council,660.27,141.61,226.6,10.33,2597.33,0,212.98,6.89,5.38,185.18,51.79,4.03,66.3,120.15,1745.3,0,3.29,589.72,30.8
Allerdale Borough Council,220.5,1061.7,11.02,0,3176.52,0,0,0,0,0,0,0,0,0,877.38,0,0,0,0
Bolsover District Council,12.16,268.42,0,0,2653.6,0,11.72,0,0,0,0,0,1.78,8.273,1467.26,0,0,0,0
Wyre Forest District Council,7.2,25.89,0,0,618.3,0,8.6,0,0,0,0,0,0,16.91,2351.36,0,0,0,0
Hyndburn Borough Council,457.61,671.26,23.9,0,889.45,21.79,24.32,0,0.63,0,0,0,0,0,299.98,14.75,0,0,0
North Kesteven District Council,38.88,0,0,0,4096.76,0,0,0,0,0,0,0,0,5.331,2762.06,0,0,0,0
Hambleton District Council,0,1.49,0,0,3283.94,0,2.13,0,1.057,0,0,0,19.43,20.171,1926.4,0,0,0,0
South Somerset District Council,1197.146,1698.509,147.036,227.62,3315.57,0,0,2.85,0,0,0,0,59.235,85.379,0,34.158,0,0,0
Ipswich Borough Council,435.32,58.117,19.895,0.013,3220.99,22.2,47.959,0,0,0,0,0,2.199,71.144,2212.58,45.185,0,16.98,0
Waverley Borough Council,0,49.49,0,0,2229.58,0,5.82,0,0,0,0,0,0,29.09,3324.78,0,0,0,0
North Warwickshire Borough Council,0,0,0,0,2430.82,0,7.6,0,0,0,0,0,0,0,1301.52,0,0,0,0
Hillingdon LB,106,215,229,8,5898,995,224,2,6,0,25,8,0,121,4293,0,101,585,0
Windsor and Maidenhead Borough Council,0,165.2,181.2,0,3631.49,0,201.7,10.33,0,154.02,18.8,4.16,14.42,45.36,4280.84,0,0,478.78,19.96
Eden District Council,0,619.9,0,50.84,1785.24,0,4.38,0,0,0,0,0,0,17.86,599.72,0,0,0,0
High Peak Borough Council,595.91,2.68,0,0,2638.14,0,6.74,0,0,0,0,0,0,5.51,1483.76,38.5,0,0,0
Poole Borough Council,0,135.89,274.8,70.3,3547.94,922.43,272.54,10.14,0,0,22.9,3.48,10.9,69.05,3898.2,5.99,0,326.61,0
Eastbourne Borough Council,380.94,30.57,0,0,1992.92,0,1.864,0,0,0,0,0,0,38.33,1579.32,0,0,0,0
Gloucestershire County Council,100.84,667.08,1126.555,15.7,3643.53,3166.67,760.645,11.32,0,908.18,351.18,22.45,17.67,86.45,0,0,0.116,691.08,0
Dartford Borough Council,431.55,25.58,2.47,0,537.12,0,4.24,0,0,0,0,0,0,21.08,1376.28,0,0,0,0
Ribble Valley Borough Council,9.37,484.05,1.26,0,1236.86,0,4.16,0,0,0,0,0,0,8.646,599.1,0,0,0,0
Scarborough Borough Council,0,0,0,0,2489.25,0,0,0,0,0,0,0,0,0,2765.56,0,0,0,0
Waveney District Council,575.51,0,0,0,3184.7,0,0,0,0,0,0,0,0,9.48,2448.88,0,0,0,0
Warwick District Council,767.62,1105.3,135.97,285.3,4782.96,0,0,0,0,0,0,0,0,24.29,92.06,0,0,0,0
Bury MBC,0,2002.2,0,0,5561.96,0,8.5,0,0,0,0,0,0,8.01,2270.11,0,0,0,0
Brent LB,10.14,96.24,100.14,1.79,3748.74,105.92,36.86,0,2.86,19.54,8.52,4.52,0.88,111.06,6026.81,0,33.38,41.44,0
Merton LB,20.81,150.61,162.56,6.85,2219.98,780.98,199.76,3.82,0,0,20.14,3.1,0,126.24,3796.94,0,61.35,745.64,0
East Devon District Council,1065.66,1213.064,159.08,146.84,1685.094,0,0,0,0,0,0,0,0,46.869,0,9.957,0,0,0
Rother District Council,532.26,12.81,0,0,2379.133,0,26.3,0,0,0,0,0,0,53.714,1699.5,0,0,0,0
Gloucester City Council,661.84,831.49,126.79,230.42,2935.82,3.6,17,0,0,0,0,0,54.52,27.82,0,86.93,0,0,0
Maidstone Borough Council,35.5,0,0,0,3907.26,0,22.88,0,0,0,0,0,0,4.43,3793.56,0,0,0,0
Wyre Borough Council,24.56,1201.45,0.387,0,2720.02,0,22.499,0,0,0,0,0,0.967,30.65,1128.93,65.436,0,0,0
Leicester City Council,52,341,516,0,1715,1366,293,2,4,0,72,10,46,96,4035,5,0,1859,5
Great Yarmouth Borough Council,56.52,0.92,0,0,1101.88,0,42.58,0,0.264,0,0,0,0,2.28,2252.58,0,0,0,0
Corby Borough Council,14.772,0,0,0,1678.26,0,0,0,0,0,0,0,0,4.885,1677.26,0,0,0,0
Oxfordshire County Council,113.54,770.64,1132.01,120.02,3503.34,3436.86,1174.61,39.93,17.36,0,163.42,26.2,29.44,154.78,0,0,0,1674.08,0
Salford City Council MBC,0,2403,0,0,5346,0,0,0,0,0,0,0,0,0,2509,0,0,0,0
Sheffield City Council,137.4,3974,475.5,0,4160.2,1477,485.1,0,0,0,147.6,0,27.8,132.5,4652.6,0,0,0,0
Coventry City Council,0,147.55,286.55,0,6313.38,4.32,281.47,11.07,12.8,8.58,58.29,4.66,3.54,185.79,5696.96,0,0,2626.21,9.37
Hackney LB,450.04,145.11,159.36,0,1691.39,77.94,138.06,0,3.36,0,0,0,0,173.42,4358.6,17.32,190.51,0,0
Waltham Forest LB,0,138.14,196.391,24.1,3660.54,928.18,188.885,0,0,0,54.9,5.59,0.05,230.977,4740.07,15.04,0.6,969.76,12.23
East Cambridgeshire District Council,34.665,4.72,0,0.181,3120.76,0,0,0,0,0,0,0,52.32,3.052,2072.44,0,0,0,0
Redcar and Cleveland Borough Council,24.36,496,124.773,6.1,4264,495.92,113.947,2.8,10.573,0,4.44,3.676,32.515,12.379,2316.63,0,0,320.776,4.34
South Hams District Council,735.2,1143.752,2.84,0,3227.828,0,2.115,0,0,0,0,0,0.612,26.123,255.38,58.408,2.712,0,0
Basildon District Council,1093.67,52.572,53.36,1.04,5978.819,302.46,79.425,2.122,0,0,0,0.445,0,61.633,3173.84,7.397,0,0,0
Kingston-upon-Hull City Council,7.64,204.62,339.76,82.42,6100.13,1471.33,406.68,9.49,19.22,0,95.66,6.61,10.52,166.71,5072.76,2.52,0.28,2164.02,0
Swale Borough Council,56.84,105,0,0,2168.1,0,2,0,0,0,0,0,0,12.32,2912.96,0,0,0,0
Rutland County Council,39.85,71.48,76.95,35.29,1881.72,197.31,96.94,2.73,3.3,0,12.94,3.35,5.01,15.2,962.8,11.87,45.72,323.02,0
Kings Lynn and West Norfolk Borough Council,0,2.18,0,0,4008.62,0,15.68,0,2.3,0,0,0,0,63.275,3822.47,0,0,0,0
Northampton Borough Council,1199.96,1709.21,339.23,468.46,5561.53,0,0,0,0,0,0,0,30.72,30.26,640.59,8.54,0,0,0
Vale of White Horse District Council,0,4.55,0,0,3643.7,0,4.93,5.92,0,0,0,0,0,71.42,3348.68,0,0,0,0
Sedgemoor District Council,732.434,1001.308,115.766,217.74,2341.26,0,0,1.84,0,0,0,0,55.443,41.988,0,17.457,0,0,0
Suffolk County Council,435.76,769.21,1507.083,496.4,4795.78,3404.34,1468.02,38.226,0,0,63.28,27.374,49.685,238.5,0,22.517,1.798,824.74,0
Wigan MBC,19.97,1930.03,471.32,159.22,8345.16,1613.8,408.83,14.15,19.7,0,82.1,9.31,52.96,327.29,5123.18,0,55.93,2354.15,59.74
Knowsley MBC,3.92,4.15,0,0,3101.5,0,4.27,0,0,0,0,0,0,18.99,3028.5,0,0.86,0,0
Walsall MBC,0,132.1,215.92,21.7,7073.48,1034.2,226.446,9.34,10.8,0,65.4,4.72,111.79,77.97,5627.9,0,0,813.36,0
Islington LB,0,89.65,107.58,18.5,1192.83,378.34,135.94,0,0,0,25.5,1.3,0,128.8,3524.53,21.16,0,364.34,0
West Berkshire District Council,1051.63,2176.23,295.41,8.73,6309.04,778.3,333.5,20.08,19.28,0,64.82,9.44,2.25,85.6,342.29,26.82,1.27,909.34,25.56
Middlesbrough Borough Council,34.228,77.724,109.061,8.008,3029.622,367.326,158.508,1.035,10.647,300.744,21.447,2.502,0,9.623,2515.58,0,12.33,858.121,0
Barrow-in-Furness Borough Council,0,165.22,0,0,1385.3,0,0,0,0,0,0,0,0,0,934.78,0,0,0,0
Torridge District Council,34.92,15.972,0.86,0.006,2260.2,0,2.026,0,0,0,0,0,0,3.462,1257.224,9.417,0,0,0
Chelmsford Borough Council,1062.4,1509.86,99.26,381.8,6091.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastleigh Borough Council,869.86,0,0,0,2121.08,0,3.38,0,0,0,0,0,0,72.16,1908.78,0,0,0,0
Herefordshire Council,49.2,196.11,658.265,0,3101.88,936.21,168.462,14.761,0,0,81.6,5.371,0.329,32.55,4828.08,18.316,33.362,1807.08,0
Broxbourne Borough Council,470.94,825.16,0,0,2359.9,0,10.79,0,0,0,0,0,0,24.42,361.44,0,0,0,0
Kent County Council,342.77,1649.3,2759.57,0,11004.99,9065.26,2266.45,63.98,10.56,0,440.9,31.24,5.06,525.47,0,0,0.22,10481.76,0
Ashfield District Council,653.84,3.92,0,21.73,3782.82,0,18.446,0,0,0,0,0,0,12.39,1911.94,0,0,0,0
Mid Suffolk District Council,1134.94,127.964,22.29,0,3522.22,0,0,0,0,0,0,0,2.08,42.718,3456.75,0,0,13.02,0
Nuneaton and Bedworth Borough Council,50.599,917.2,8.35,0,3947.25,0,22.94,0,0,0,0,0,0,20.171,1330.1,0,0,0,0
Wirral MBC,18.143,3.02,0,0,4732.78,0,46.29,0,0,0,0,0,0,28.903,7055.25,0,0.99,0,0
North Tyneside Council,1160.88,163.46,200.84,11.59,4735.06,1033.29,214.03,5.58,9.37,0,65.9,4.42,0.02,104.97,2568.44,53.71,0,1494.76,0
Bradford City MDC (MBC),129.1,3048.8,424,0,6594,1820,659.63,12,18.76,0,138.52,0,0,515.03,2568.1,71.3,88.7,1936,22.72
Western Riverside Waste Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.3,0
West London Waste Authority,0,9.68,0.2,0,136.9,949.49,0,0,0,0,0,0,0,0,0,0,7.62,0,0
Redbridge LB,11.2,182.88,188.49,57.41,3196,608.26,213.88,2.78,6.9,0,0,3.64,0,80.34,2933.41,1.02,0,466.7,0.22
Wokingham Council,726.87,215.8,430.56,21.56,3587.05,0,384.69,15.89,4.46,436.54,128.88,7.09,6.51,172.52,2185,0,3.26,1186.94,55.36
South Lakeland District Council,614.89,1282.55,96.13,201.63,4022.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torbay Council,1026.82,1152.59,344.99,222.46,2799.82,640.04,237.33,7.24,6.1,0,14.1,5.68,0,54.51,574.51,4.81,4.94,187.88,0
Maldon District Council,503.46,8.49,0,0,2214.9,0,0,0,0,0,0,0,0,28.433,968.431,0,0,0,0
Havant Borough Council,479.5,0,6.89,28.67,947.7,0,4.96,0,0,0,0,0,0,69.018,1994.84,0,0,0,0
North Hertfordshire District Council,0,975.73,0,0,4714.44,0,9.52,0,0,0,0,0,0,6.95,2364.42,0,0,0,0
Dover District Council,0,1020.8,0,0,1495.18,0,6.54,0,0,0,0,0,0,19.61,1597.52,0,0,0,0
Charnwood Borough Council,66.653,30.412,0.605,0.173,4153.78,0,75.06,0,0,0,0,0,6.634,8.956,4288.882,54.355,0,0,0
Norfolk County Council,278.74,765.9,1281.142,155.82,8467.455,853.11,1807.155,62.767,7.25,0,135.37,32.632,299.343,145.446,0,0,1.433,1761.24,1.75
Mansfield District Council,216.15,12.94,2.67,0,2276.06,8.16,0,0,0,0,0,0,14.8,27.17,1962.63,0,0,0,0
Cannock Chase Council,4.19,0.45,0,0,2976.36,0,1.3,0,0,0,0,0,0,22.64,2596,0,0,0,0
Swindon Borough Council,1048.41,1763.73,833.65,487.69,3283.4,1214.96,253.92,13.86,5.11,10.6,54.42,0,0,36.2,0,51.64,0,1551.04,0
Wakefield City MDC,74.15,288.22,416.15,162.04,9194.03,1695.7,489.21,12.8,31.59,0,137.22,15.05,20.39,405.08,6741.81,0,1.42,245.62,31.8
Camden LB,0,80.47,64.04,9.48,1083.94,284.58,117.04,2.11,0,0,28.5,0.8,160.2,180.75,4083.75,3.57,0.15,251.68,0.402
