Authority,Jpp Order,AuthorityId,Authority Type,Authorised Status,"HH waste not sent for recycling, reuse or composting",Number of households,"HH waste sent for recycling, composting or reuse",Total hh waste collected,Household Waste Sent For Dry Recycling,Household Waste Sent For Composting,Total Household Waste collected,Population of Authority
Three Rivers District Council,210.0,245.0,Collection,40.0,3031.9617359999997,37270.0,5669.417263,11667.378,2532.90128,3131.455982,8696.319,91674.0
Tonbridge and Malling Borough Council,308.0,132.0,Collection,40.0,7162.95,52130.0,6001.31,7872.482,1531.75,4469.56,13164.26,125713.0
Torridge District Council,359.0,344.0,Collection,40.0,4086.298,31830.0,3537.5190000000002,11626.17,1271.15,2256.952,7613.6,66265.0
Trafford MBC,43.0,268.0,Collection,40.0,7922.02,97940.0,14386.19,6369.584,4957.61,9428.58,22308.21,233288.0
Tunbridge Wells Borough Council,307.0,203.0,Collection,40.0,5681.786684000001,48430.0,6328.703315,18650.83,2534.225011,3791.668304,12007.68,116241.0
Uttlesford District Council,195.0,46.0,Collection,40.0,3737.119,35110.0,4078.155,10306.19,2333.595,1744.56,7815.274,85119.0
Vale of White Horse District Council,323.0,331.0,Collection,40.0,4146.920925,53980.0,6903.979074,7005.221,3118.870385,3711.3306880000005,10979.31,126663.0
Waltham Forest LB,244.0,319.0,Collection,40.0,17072.994232,102360.0,9707.798767,9858.937,5868.325369,3660.8233969999997,26602.12,271170.0
Wandsworth LB,267.0,140.0,Collection,40.0,19467.537409,140850.0,5162.66259,23343.918999999998,4759.338657,385.75393199999996,24612.63,314544.0
Warwick District Council,168.0,298.0,Collection,40.0,5885.85,61740.0,7931.79,23551.38,2885.43,5046.36,13817.64,139931.0
Watford Borough Council,209.0,386.0,Collection,40.0,4765.770498,38730.0,3828.709501,11313.88,2003.164271,1823.049229,8591.984,96403.0
Waveney District Council,227.0,297.0,Collection,40.0,7134.029473999999,55700.0,6075.600525,7756.246999999999,2943.4880510000003,3127.152473,13204.673999999999,116182.0
Waverley Borough Council,329.0,283.0,Collection,40.0,5086.554788,52390.0,5700.555211,10889.56,3447.9452109999997,2230.0,10763.4,123315.0
Wealden District Council,286.0,45.0,Collection,40.0,7176.982370999999,68020.0,8828.193628,10214.68,3930.6730789999997,4897.520549,16004.896,156501.0
Wellingborough Borough Council,124.0,133.0,Collection,40.0,4787.146822,34350.0,3804.278177,13217.013,1725.4926510000003,2078.785526,8591.425,77184.0
Welwyn Hatfield Council,208.0,49.0,Collection,40.0,4544.919827000001,47490.0,5622.830172,7020.158,2301.057901,3321.7722710000003,10156.89,119016.0
West Devon Borough Council,358.0,4.0,Collection,40.0,2193.417,25330.0,2813.435,8868.75,1186.2839999999999,1594.95,4974.651,54385.0
West Lancashire Borough Council,54.0,247.0,Collection,40.0,6158.651661,48690.0,6483.679338,4883.124,2464.926759,3984.567579,12608.163999999999,112742.0
West Lindsey District Council,116.0,224.0,Collection,40.0,5083.398614,42350.0,6577.594385,10837.101999999999,2084.914385,4487.62,11655.933,92812.0
West Oxfordshire District Council,322.0,67.0,Collection,40.0,4137.62,47000.0,8313.42,7780.823,3177.59,5135.83,12451.04,108611.0
West Somerset District Council,386.0,134.0,Collection,40.0,1707.679236,17920.0,1647.443763,10191.956,1085.113763,547.22,3340.018,34403.0
Winchester City Council,294.0,181.0,Collection,40.0,6215.104353,50930.0,3526.505646,3271.433,2016.5840239999998,1455.761622,9682.0,120696.0
Wirral MBC,68.0,355.0,Collection,40.0,19684.89599,147430.0,12285.590009,8839.27,7555.772631999999,4729.817377,31970.006,320900.0
Woking Borough Council,328.0,16.0,Collection,40.0,3600.473296,41990.0,5736.939703,28936.468999999997,2617.4715530000003,3080.45115,9298.396,99435.0
Worcester City Council,143.0,64.0,Collection,40.0,4941.820095,45010.0,3162.737904,8684.652,2497.60947,646.156433,8085.578,101328.0
Worthing Borough Council,340.0,209.0,Collection,40.0,6312.164041,49250.0,3859.995958,7581.28,2175.995958,1684.0,10172.16,107736.0
Wychavon District Council,142.0,131.0,Collection,40.0,6481.44218,54660.0,5416.071819,8953.42,3383.0691380000003,2021.2666809999998,11885.774,121520.0
Wycombe District Council,280.0,163.0,Collection,40.0,11840.079481,110560.0,13460.510518000001,10800.56,5622.810518,7790.6,25258.47,270573.0
Wyre Borough Council,53.0,310.0,Collection,40.0,5964.6140000000005,51380.0,5520.355,22537.5,2579.426,2851.64,11395.68,109745.0
Wyre Forest District Council,141.0,276.0,Collection,40.0,6556.938695000001,46410.0,3037.2013039999997,9887.296,2286.726499,750.474805,9594.14,99503.0
,0.0,0.0,0,0.0,0.0,0.0,0.0,9583.81,0.0,0.0,0.0,0.0
Barnsley MBC,90.0,40.0,Unitary,40.0,13208.040956,108610.0,14792.915043,23108.92,6691.735793,8101.179249,27997.716,239319.0
Bath and North East Somerset Council,349.0,95.0,Unitary,40.0,8597.793441,79580.0,11768.662558,17791.463,6172.728903,5539.7536549999995,20308.976000000002,184874.0
Bedford,707.0,520.0,Unitary,40.0,11987.125924,71450.0,8604.929075,17025.945,3723.646911,4864.702163,20575.465,166252.0
Bexley LB,235.0,73.0,Unitary,40.0,11593.61469,97200.0,13483.395309,23208.4,7575.395309,5894.0,25023.39,242142.0
Birmingham City Council,180.0,255.0,Unitary,40.0,78677.11,435470.0,28771.01,98574.95,15931.63,12800.79,107409.71,1111307.0
Blackburn with Darwen Borough Council,66.0,205.0,Unitary,40.0,9684.532485,60570.0,5964.647514,13602.2,3645.953042,2284.304472,15607.27,146846.0
Blackpool Borough Council,65.0,153.0,Unitary,40.0,11360.735273999999,70990.0,5213.387725,15454.483,3789.034924,1391.0588,16532.808999999997,139578.0
Bournemouth Borough Council,370.0,5.0,Unitary,40.0,10600.284905,89300.0,11211.145094,20464.81,5272.679744,5924.565349,21776.73,194516.0
Bracknell Forest Borough Council,277.0,272.0,Unitary,40.0,8219.7327,48460.0,5808.057299,12099.29,2938.563372,2651.113927,13801.87,118982.0
Bradford City MDC (MBC),94.0,357.0,Unitary,40.0,32634.032356,213790.0,20853.847643,50092.3,11393.448254,9389.129389,53389.58,531176.0
Brighton and Hove Council,285.0,219.0,Unitary,40.0,20301.561,128540.0,7314.111,25295.882999999998,5473.141,1544.4,27314.761000000002,285276.0
Bristol City Council,350.0,397.0,Unitary,40.0,25588.41,196210.0,19438.98,42273.78,11348.13,8080.88,45005.92,449328.0
Bromley LB,259.0,120.0,Unitary,40.0,17785.689733000003,138570.0,16054.997266,29731.83,8654.902118,7400.095147,33827.287000000004,324857.0
Calderdale MBC,95.0,18.0,Unitary,40.0,10240.43,94210.0,11618.36,21036.96,7277.6,4340.76,21852.27,208402.0
Central Bedfordshire,706.0,521.0,Unitary,40.0,15145.292475,115030.0,15694.087524,26227.52,6950.475654000001,8711.44187,30807.21,274022.0
Cheshire East,703.0,523.0,Unitary,40.0,20976.13934,170070.0,31871.710658999997,41366.36,13185.452573,18309.898085,52449.17,375392.0
Cheshire West and Chester,704.0,524.0,Unitary,40.0,17691.886050999998,152670.0,28735.040948,38157.391,12132.949948000001,16382.35,46193.486,333917.0
City of London,237.0,175.0,Unitary,40.0,701.01,6850.0,271.03,912.68,232.93,38.1,971.9,8760.0
Cornwall,708.0,519.0,Unitary,40.0,45030.17,265160.0,26626.241,63483.955,15784.741000000002,10841.5,71610.291,549404.0
Council of the Isles of Scilly,348.0,399.0,Unitary,40.0,411.83,1210.0,131.73,323.825,25.11,18.31,455.25,2324.0
County Durham,701.0,526.0,Unitary,40.0,34788.014385,240620.0,26664.225614,53578.71,15684.435666,10675.709947,61144.52,519695.0
Coventry City Council,179.0,317.0,Unitary,40.0,23050.051259,139030.0,11961.348740000001,31008.83,5667.285562,6284.693177,34988.01,345385.0
Croydon LB,258.0,191.0,Unitary,40.0,22452.719017,152880.0,14231.290981999999,37523.88,7503.540965,6727.750017,36684.01,379031.0
Darlington Borough Council,5.0,180.0,Unitary,40.0,6719.5500870000005,49780.0,4421.809912,10779.591999999999,3135.771793,1246.068118,11100.0,105389.0
Derby City Council,96.0,77.0,Unitary,40.0,17265.047416999998,108570.0,10947.322581999999,23571.65,7058.179816,3714.412765,28037.64,254251.0
Doncaster MBC,89.0,105.0,Unitary,40.0,19086.346618,134300.0,20072.954381,31807.775,8918.526286,11053.482093999999,39035.715,304813.0
Dorset Waste Partnership,710.0,541.0,Unitary,40.0,21757.014609,198820.0,33588.94539,46267.52,14839.734553999999,18277.100836,54835.19,420585.0
Dudley MBC,178.0,57.0,Unitary,40.0,20026.549279,136770.0,14747.093719999999,27054.993,5798.367877000001,8841.631842,34666.554,316464.0
East Riding of Yorkshire Council,74.0,81.0,Unitary,40.0,15066.858419999999,153150.0,32418.853579000002,38295.0,14550.674159,17798.81942,47374.055,336685.0
Gateshead MBC,25.0,138.0,Unitary,40.0,14373.892871,92970.0,8775.227128,19641.11,5257.247128,3486.55,23116.38,200996.0
Greenwich LB,254.0,92.0,Unitary,40.0,17569.247548,111240.0,10025.732451,24462.77,5469.252450999999,4548.63,27586.05,274803.0
Halton Borough Council,29.0,61.0,Unitary,40.0,7408.212762,55810.0,7808.017237,13281.43,5053.0870780000005,2754.930159,15216.23,126528.0
Hartlepool Borough Council,4.0,124.0,Unitary,40.0,6988.51,43290.0,4415.63,9431.59,2344.7,2070.93,11404.14,92493.0
Herefordshire Council,148.0,348.0,Unitary,40.0,11848.70535,83730.0,9287.361648999999,18412.082,6164.470649,3101.88,21103.596,188099.0
Isle of Wight Council,306.0,246.0,Unitary,40.0,9534.757797,70330.0,8887.152202,15553.753,4267.922202000001,4618.87,18421.55,139395.0
Kingston-upon-Hull City Council,75.0,326.0,Unitary,40.0,14150.250712000001,119000.0,14568.569287,25241.97,7748.379085,6800.060202,28678.55,258995.0
Kirklees MBC,92.0,162.0,Unitary,40.0,29123.713166,183610.0,14317.196833000002,43537.65,8146.54613,6103.055703,43332.925,434321.0
Leeds City Council MBC,91.0,231.0,Unitary,40.0,48257.230042,346490.0,35500.910957,71457.672,16380.690956999999,18493.88,83325.707,774060.0
Leicester City Council,107.0,311.0,Unitary,40.0,19354.899678,133620.0,13893.100321000002,27409.0,6602.912078,7132.188242,33080.0,342627.0
Lewisham LB,253.0,58.0,Unitary,40.0,21336.923445,124160.0,4982.000554,24687.703999999998,3985.720554,944.98,26272.868,297325.0
Luton Borough Council,181.0,1.0,Unitary,40.0,14087.84,79560.0,8440.41,18436.39,4859.01,3274.28,22221.13,214710.0
Medway Borough Council,313.0,10.0,Unitary,40.0,17485.832963999997,113650.0,15557.127035,28075.35,7804.870095,7733.84694,32997.15,276492.0
Merton LB,256.0,302.0,Unitary,40.0,12067.176826,83510.0,7000.183173,17834.32,4843.45772,2156.725452,19067.36,204565.0
Middlesbrough Borough Council,3.0,342.0,Unitary,40.0,10322.170719,62510.0,6310.098279999999,13010.32,3260.23628,3044.57,16626.977,139509.0
Milton Keynes Council,279.0,22.0,Unitary,40.0,15433.394035,108470.0,18048.545963999997,29424.16,9063.035964,8795.78,33282.65,261762.0
Newcastle-upon-Tyne City Council MBC,24.0,211.0,Unitary,40.0,18041.802497,128030.0,14159.367502000001,26525.62,6335.3875020000005,7769.44,32146.63,292883.0
North East Lincolnshire Council,76.0,32.0,Unitary,40.0,13764.635751,72690.0,6929.348248,16722.645,2819.288248,4110.06,20688.824,159570.0
North Lincolnshire Council,77.0,387.0,Unitary,40.0,11115.597583,74680.0,12724.249415999999,18402.71,5172.262416,7509.1669999999995,23795.841,169820.0
North Somerset Council,385.0,59.0,Unitary,40.0,11886.45,94630.0,16855.67,24015.03,8207.95,8441.48,28515.64,209944.0
North Tyneside Council,23.0,356.0,Unitary,40.0,15373.188350999999,96260.0,10424.371648,21537.85,4604.547294,5756.884353,25734.63,202494.0
Northumberland,702.0,525.0,Unitary,40.0,24485.160754,150000.0,17788.219245,34252.3,8651.481131,8872.238113,41994.5,315263.0
Nottingham City Council,133.0,262.0,Unitary,40.0,20992.631448,135000.0,9901.038551,25867.96,4869.508852,5031.529697999999,30891.51,318901.0
Peterborough City Council,187.0,145.0,Unitary,40.0,13037.89319,82260.0,9558.036809000001,18735.69,4288.226809000001,4882.77,22204.99,193980.0
Plymouth City Council,363.0,217.0,Unitary,40.0,17704.904617,118000.0,9942.905381999999,26044.02,6505.975382,3310.04,27483.44,262712.0
Poole Borough Council,369.0,290.0,Unitary,40.0,9278.569964,67990.0,9383.720035,16673.5,5376.515697,3922.3243369999996,18572.41,150577.0
Portsmouth City Council,293.0,166.0,Unitary,40.0,15129.714666,90020.0,5399.905333,19319.58,3498.9016579999998,1744.173675,20372.79,211758.0
Reading Borough Council,275.0,75.0,Unitary,40.0,11194.293784,69540.0,5952.046215,15643.44,3296.092693,2347.163522,16827.28,161739.0
Redcar and Cleveland Borough Council,2.0,322.0,Unitary,40.0,8420.086,63340.0,7586.253000000001,14649.935,3322.2529999999997,4264.0,16006.339,135275.0
Rotherham MBC,88.0,254.0,Unitary,40.0,16485.406621000002,116000.0,15157.391378,24429.28,6441.922799,8704.415578,31628.363999999998,260786.0
Royal Borough of Kingston upon Thames ,257.0,414.0,Unitary,40.0,8603.883,66290.0,7493.283,14381.409,4271.62,2804.093,15669.51,173525.0
Rutland County Council,106.0,328.0,Unitary,40.0,2017.76524,16820.0,3408.474759,5035.47,1429.344759,1959.81,5407.98,38046.0
Sandwell MBC,177.0,119.0,Unitary,40.0,19192.610518999998,131060.0,15167.739480000002,30937.15,8254.422586,6849.686893000001,34289.32,319455.0
Sheffield City Council,87.0,316.0,Unitary,40.0,35148.2,243430.0,15700.2,44593.7,11379.7,4160.2,50675.9,569737.0
Shropshire,705.0,522.0,Unitary,40.0,18624.000294,138470.0,23975.099705,34970.07,10199.429705,13682.67,42490.48,311380.0
Slough Borough Council,274.0,143.0,Unitary,40.0,9306.399801000001,52520.0,4129.732198,13031.594,2476.538793,1653.1934039999999,13436.132,145734.0
Solihull MBC,176.0,269.0,Unitary,40.0,13171.483,90440.0,11831.803999999998,19702.883,5331.505999999999,6462.78,24965.769,210445.0
South Gloucestershire Council,392.0,235.0,Unitary,40.0,15712.33,114360.0,16304.18,28412.19,7507.52,8785.54,31989.71,274661.0
South Tyneside MBC,22.0,17.0,Unitary,40.0,10834.309198,70950.0,7652.990801000001,15403.9,4228.990801,3402.6,18463.9,148671.0
Southampton City Council,292.0,385.0,Unitary,40.0,17423.692522,105070.0,7361.077477,23513.95,4667.6074770000005,2465.57,24539.3,249537.0
Southend-on-Sea Borough Council,194.0,63.0,Unitary,40.0,9919.411,79890.0,10054.999,17835.33,5037.859,5017.14,19974.41,178702.0
Southwark LB,252.0,20.0,Unitary,40.0,19148.407917,134410.0,10461.576082,27528.441000000003,7540.7810819999995,2820.1820000000002,29508.006,308901.0
Stockton-on-Tees Borough Council,1.0,125.0,Unitary,40.0,15239.080853,84990.0,6469.749146,18242.3,3149.419146,3320.33,21702.36,194803.0
Stoke-on-Trent City Council,158.0,265.0,Unitary,40.0,17233.295481,114700.0,11496.924518,29613.46,4967.447,6511.377518,28708.681,251648.0
Sunderland City Council,21.0,161.0,Unitary,40.0,22235.867767,127180.0,9666.292232,27621.72,5710.572232,3913.26,31855.15,277150.0
Sutton LB,255.0,256.0,Unitary,40.0,12310.27,81620.0,7769.94,17166.13,4990.5,2695.09,19995.86,200145.0
Swindon Borough Council,393.0,377.0,Unitary,40.0,15280.853000000001,93820.0,10343.37,20752.49,7056.58,3283.4,25577.873,217160.0
Telford and Wrekin Council,151.0,52.0,Unitary,40.0,11679.862,73290.0,11741.096000000001,18265.54,5655.726,6036.69,23367.037999999997,171159.0
Thurrock Council,193.0,200.0,Unitary,40.0,12318.633272,66150.0,8059.733727,17398.918999999998,3927.6740000000004,4132.059727000001,20378.367,165184.0
Torbay Council,360.0,367.0,Unitary,40.0,9182.61,66350.0,6770.92,14212.31,4201.67,2553.92,15931.48,133373.0
Tower Hamlets LB,236.0,93.0,Unitary,40.0,13619.6404,122330.0,5363.109599,18589.05,4909.297599,321.502,18848.34,295236.0
Wakefield City MDC,93.0,378.0,Unitary,40.0,21296.783844,151620.0,20281.176155,35010.57,10269.437517,9910.078709000001,41453.27,333759.0
Walsall MBC,175.0,336.0,Unitary,40.0,16970.378424000002,113930.0,14297.937575,24741.04,7036.077575,7217.4,31213.856,276095.0
Warrington Borough Council,26.0,196.0,Unitary,40.0,10312.59919,91770.0,14832.641809,21398.612,6210.691809,8465.34,24988.631,207695.0
West Berkshire District Council,276.0,340.0,Unitary,40.0,9197.411622,67100.0,11602.158377,18978.1,5040.391265,6494.877111,20724.76,156020.0
Westminster City Council,238.0,380.0,Unitary,40.0,19464.115426,124400.0,3969.1945729999998,21980.7,3869.2545729999997,0.15,23333.37,242299.0
Wigan MBC,42.0,334.0,Unitary,40.0,19726.777992,142300.0,17647.332007,32797.38,9254.195443999999,8348.566563,37314.39,322022.0
Wiltshire,709.0,518.0,Unitary,40.0,29534.859407,212420.0,27606.850592000003,49173.77,13530.152661000002,13530.997931,56583.67,486093.0
Windsor and Maidenhead Borough Council,273.0,287.0,Unitary,40.0,9439.62,63300.0,8827.29,15870.52,4940.75,3872.14,18248.25,147708.0
Wokingham Council,272.0,363.0,Unitary,40.0,11642.370169,64780.0,8009.17983,18016.7,3890.8376020000005,3619.932228,19135.33,160409.0
Wolverhampton MBC,174.0,72.0,Unitary,40.0,16364.899951,108180.0,14088.530047999999,23636.44,5969.994070000001,8118.535977,30452.09,254406.0
York City Council,78.0,50.0,Unitary,40.0,12112.517787,87510.0,11067.762212,20119.339,5050.745212,5759.835999999999,22918.59,206856.0
