Authority,Jpp Order,AuthorityId,Authority Type,Authorised Status,"HH waste not sent for recycling, reuse or composting",Number of households,"HH waste sent for recycling, composting or reuse",Total hh waste collected,Household Waste Sent For Dry Recycling,Household Waste Sent For Composting,Total Household Waste collected,Population of Authority
South Tyneside MBC,22,17,Unitary,40,11252.856301,70950,4361.143698,15614.0,3306.943698,1035.1,15594.1,148671
Southampton City Council,292,385,Unitary,40,16269.509435,105070,6060.410564,22329.92,4465.570564,1372.31,22107.33,249537
Southend-on-Sea Borough Council,194,63,Unitary,40,9457.39,79890,7337.01,16794.4,4725.83,2611.18,16794.4,178702
Southwark LB,252,20,Unitary,40,18513.74652,134410,9363.447479,27877.194,6354.975479,2946.782,27813.363999999998,308901
Stockton-on-Tees Borough Council,1,125,Unitary,40,15013.130772,84990,3994.9392270000003,19008.07,3390.2092270000003,601.62,19004.96,194803
Stoke-on-Trent City Council,158,265,Unitary,40,17865.263052000002,114700,6881.983947,24747.247000000003,4243.126,2616.781947,24725.167,251648
Sunderland City Council,21,161,Unitary,40,21401.188197,127180,6822.741802,28223.93,5476.9518020000005,1306.64,28182.14,277150
Sutton LB,255,256,Unitary,40,11839.84,81620,6271.83,18111.67,4631.94,1580.64,18052.42,200145
Swindon Borough Council,393,377,Unitary,40,12977.808,93820,7545.39,20523.198,5823.13,1722.26,20523.198,217160
Telford and Wrekin Council,151,52,Unitary,40,11070.077,73290,7851.093000000001,18921.17,4710.31,3115.86,18891.41,171159
Thurrock Council,193,200,Unitary,40,12100.516000000001,66150,6048.427,18148.943,3419.804,2407.143,17927.463,165184
Torbay Council,360,367,Unitary,40,7983.5,66350,5524.02,13507.52,3641.12,1874.29,13492.77,133373
Tower Hamlets LB,236,93,Unitary,40,13583.826841999999,122330,4931.523157,18515.35,4507.351157,296.282,18387.45,295236
Wakefield City MDC,93,378,Unitary,40,19522.424800999997,151620,14758.765198,34281.19,9964.040416,4701.424811,34182.5,333759
Walsall MBC,175,336,Unitary,40,15330.610912,113930,8918.896087000001,24249.507,6394.8260869999995,2482.38,24201.277000000002,276095
Warrington Borough Council,26,196,Unitary,40,10198.76019,91770,10248.211809,20446.971999999998,5733.589454999999,4374.142353,20306.492,207695
West Berkshire District Council,276,340,Unitary,40,9966.087590000001,67100,8520.212409,18486.3,4207.765832,4274.8165770000005,18445.18,156020
Westminster City Council,238,380,Unitary,40,19350.719571,124400,4078.8934280000003,23429.612999999998,3991.943428,0.18,23342.64,242299
Wigan MBC,42,334,Unitary,40,19301.419997999998,142300,12774.750001,32076.17,8534.988494,4232.341506000001,32060.91,322022
Wiltshire,709,518,Unitary,40,28257.823131,212420,20929.436868,49187.26,12417.997793,8173.459075,48834.04,486093
Windsor and Maidenhead Borough Council,273,287,Unitary,40,8717.86,63300,7871.77,16589.63,4630.56,3230.09,16566.27,147708
Wokingham Council,272,363,Unitary,40,10499.387451999999,64780,6297.492547,16796.88,3673.4283969999997,2559.524149,16726.69,160409
Wolverhampton MBC,174,72,Unitary,40,14992.171953000001,108180,9644.838045999999,24637.01,5151.66641,4493.171635,24637.01,254406
York City Council,78,50,Unitary,40,11690.022523,87510,7247.504476000001,18937.527,4414.414476,2620.2110000000002,18713.157,206856
