Name,Glass,Paper & Card,Metal,Plastic,Organic,Wood,WEEE,Batteries,Tyres,Soil,Plasterboard,Oil,Other Materials,Textiles,Co-mingled,Furniture,Composite,Rubble,Paint
Nottinghamshire County Council,330.06,902.72,972.49,33.51,3965.6,2946.53,643.4,23.97,18.11,0,405.68,20.44,0,178.26,0,0,0,2511.8,0
Staffordshire Moorlands District Council,0,350.76,0,0,2484.06,0,3.58,0,0,0,0,0,0,3.3,1662.48,6.28,0,0,0
Reigate and Banstead Borough Council,0,2033.1,0,0,2960,0,5.7,0,0,0,0,0,0,61.6,1516,0,0,0,0
Chichester District Council,0,153.04,0,0,1100.52,0,11.12,0,0,0,0,0,0,9.3,3196.26,0,0,0,0
Merseyside WDA (MBC),109.58,1254.94,1739.2,720.86,3931.27,6445.94,1397.85,31.95,48.54,0,413.1,23.87,389.25,1617.95,155.04,0,489.57,6011.16,83.93
Croydon LB,33.62,2550.77,218.52,29.28,4418.62,1203.72,334.07,7.57,0,0,89.16,9,0,185.44,2851.1,0,43.58,1546.2,0
Richmond upon Thames LB,0,2872.7,165.38,0,3655.42,209.18,188.44,6.58,0,0,25.94,1.5,11.88,92.18,2074.43,25,59.88,484.52,0
Warrington Borough Council,8.98,182.93,174.27,16.06,2696.86,681.96,169.393,2.383,0,0,31.94,3.916,145.595,175,4602.21,3.12,0,356.12,0
Amber Valley Borough Council,709.82,22.74,0.31,0.63,659.22,0,10.5,0,0,0,0,0,3.48,0,1988.38,0,0,0,0
Castle Point Borough Council,494.5,0,0,0,1345.48,0,7.926,0,0,0,0,0,0,24.57,1577.24,6.073,0,0,0
Thurrock Council,0,60,109.508,0,2212.16,696.62,89.46,1.653,6.96,140.76,45.64,2,80.72,7.94,2852.66,0,0,426,0.802
East Hampshire District Council,827.5,1.32,0,0,536.64,0,2.48,0,0,0,0,0,0,34.31,1999.24,0,0,0,0
Hertfordshire County Council,67.98,1063.77,1072.38,305.12,1987.34,3563.73,1632.31,45.31,32.33,0,43.82,34.99,36.76,434.67,25.06,0,0.53,2329.85,0
Tunbridge Wells Borough Council,622.8,1314.12,6.12,0,2438.63,0,5.62,0,0,0,0,0,4.21,30.02,272.8,0,0,0,0
Fylde Borough Council,8.89,927.67,0,0,1418.04,0,7.61,0.72,0.41,0,0,0,0,18.25,945.95,14.869,0.32,0,0
Blackburn with Darwen Borough Council,43.12,181.26,182.46,70.48,1017.84,0,178.81,1.88,5.79,0,113.82,3.4,24.97,93.79,3099.28,0,42.6,0,0
Lincoln City Council,33.88,0.9,0,0,1296.43,0,0,0,0,0,0,0,0,4.817,1967.28,0,0,0,0
Craven District Council,6.64,582.72,1.42,0,579.89,0,1.645,0,0.47,0,0,0,0,14.079,780.78,0,0,0,0
Tandridge District Council,6.04,57.58,0.26,0.49,1623.24,0,13.1,0.46,0,0,0,0,0,36.1,2398.08,0,0,0,0
Worthing Borough Council,0,36,0,0,903.09,0,6.14,0,0,0,0,0,0,12.9,2184.96,0,0,0,0
Sefton MBC,7.22,0,0,0,3820.36,0,44.67,0,0,0,0,0,0,8.64,5407.46,0,0,0,0
Newcastle-upon-Tyne City Council MBC,1201.5,173.21,142,0,2183.22,769,192.59,4.04,14.94,0,63,4,25,38.96,3873.69,0,0,862,0
Harrow LB,0,0,176,0,4023.88,621.9,164.5,5.9,0,0,7,4.3,0,39.33,4167.5,0,59.2,0,0
South Bucks District Council,0,407.43,0,0,1209.27,0,9.1,0,0.1,0,0,0,0,36.565,1283.64,0,0,0,0
Erewash Borough Council,0,0,0,0,1691.22,0,12.98,0,0,0,0,0,0,0,2577.28,0,0,0,0
Plymouth City Council,148.2,164.01,274.2,20.64,1675.61,1099.88,266.33,6.72,1.28,0,105.36,3.91,79.46,52.19,4617.95,1.47,0,1474.06,0
Brighton and Hove Council,1646.92,217.63,170.62,3.51,885.84,181.96,254.34,6.56,3.02,84.92,38.3,5.26,87.46,138.82,3171.15,0,1.027,460.88,6.08
Harlow District Council,3.835,10.167,0.21,0.524,833.72,0,25.374,0.022,0,0,0,0,0.19,24.821,1908.66,0,0,0,0
Hart District Council,719.64,52.4,0,0,807.56,0,11.163,0,0,0,0,0,0,51.424,1573.71,0,0,0,0
Hertsmere Borough Council,5.256,525.17,0.189,0.621,1869.94,0,5.795,0,0,0,0,0,0,6.726,1408.68,0,0,0,0
Preston City Council,7.85,1221.58,21.78,0,1215.62,0,18.07,0.016,1.56,0,15.26,0,95.5,9.04,1344.24,11.1,0,0,0
West Lindsey District Council,0,6.22,4.98,0,2018.75,0,13.533,0,0,0,0,0,0,37.321,2510.3,0,0,0,0
Selby District Council,515.42,812.72,59.18,161.48,1661.54,0,3.58,0,0,0,0,0,0,16.02,0,0,0.36,0,0
Gedling Borough Council,730.654,19.064,11.01,0.894,1029.6,0,15.5,0,0,0,0,0,9.14,16.08,1998.08,0,0,0,0
Staffordshire County Council,50.88,867.23,809.22,13.04,2129.16,250.14,1101.04,28.34,61.05,0,106.74,19.11,157.45,238.66,0,0,411.73,1957.35,0
Bolton MBC,0,2787.9,0,0,4282.52,0,3.32,0,0,0,0,0,0,6.025,3059.68,25.4,0,0,0
Leeds City Council MBC,2422.296,640.59,606.37,1.2,8307.492,2455.02,670.523,10.274,23.66,0,264.44,27.149,32.8,318.124,10043.18,261.34,2.716,0,72.424
Barnet LB,16.27,254.99,123.23,18.69,5050.6,959.04,219.65,4.14,5.74,0,40.96,3.4,19.7,129.67,6855.32,42.46,0,748.06,0
Lambeth LB,0,144.49,68.35,2.32,1543.6,155.48,151.66,2.88,2.16,0,0,2.18,13.14,16.91,4545.39,3.68,0.12,5.4,0
South Gloucestershire Council,1516.6,2909.53,499.24,92.44,5044.43,1232.13,332.56,7.58,20.12,0,60.86,3.28,23.24,427.44,910.95,0,0.72,766.36,0
Derbyshire Dales District Council,0,632.289,0,0,1840.82,0,10.46,0,0,0,0,0,0,9.738,1067.56,0,0,0,0
Lewes District Council,527.544,822.07,52.527,70.959,332.3,0,4.938,0.814,0,0,0,0,0,20.565,0,0,0.735,0,0
Tendring District Council,393.99,1247.09,0,0,797.941,0,0,0,0,0,0,0,0,24.969,267.36,102.451,0.584,0,0
Forest of Dean District Council,672.36,895.3,105.21,109.89,2152.56,0,11.6,0.62,0,0,0,0,3.86,62.39,0,60.63,1.42,0,0
Rushmoor Borough Council,470.68,8.47,0,0,526.8,0,2.24,0.89,0,0,0,0,0,39.35,1177.94,0,0,0,0
Bromsgrove District Council,0,4.08,0.26,0,1283.28,0,5.81,0,0,0,0,0,6.07,4.39,2324.26,32,0,0,0
Three Rivers District Council,0,0,0,0,2433.7,0,8.06,0,0,0,0,0,0,8.37,2673.15,0,0,0,0
Isle of Wight Council,8.61,1119.13,269.73,2.72,3150.28,684.02,319.85,18.77,6.1,0,14.86,4.64,49.72,13.6,2059.59,2.91,0,515.96,12.87
West Lancashire Borough Council,15.11,1076.503,2.805,0,2219.74,0,16.333,0,0,0,0,0,0.998,23.75,1236.44,14.225,0,0,0
North Yorkshire County Council,205.67,1218.063,990.264,69.46,2502.75,2292.4,773.955,47.561,15.412,0,82.08,22.7,65.488,182.294,4.38,0,0,333.24,0
Rushcliffe Borough Council,536.59,36.88,0,0,2254.58,0,4.26,2.06,0,0,0,0,55.19,10.81,1943.62,0,1.75,0,0
Newcastle-under-Lyme Borough Council,723.679,1135.957,112.781,259.168,2732.19,0,30.433,0,0,0,0,0,0,23.191,0,17.11,0,0,0
Epsom and Ewell Borough Council,490.98,453.04,89.24,2,1492.18,0,5.4,0,0,0,0,0,0,8.47,871.08,0,0,0,0
West Sussex County Council,0,1141.22,1181.05,0,5548.75,596.14,1551.34,59.9,33.39,0,106.08,26.9,72.47,309.08,89.51,33.72,0,937.92,9.73
Rochdale MBC,0,1716.4,0,0,3749.8,0,0.78,0,0,0,0,0,29.595,30.773,2041.866,0,0,0,0
Rotherham MBC,132.65,1838.435,299.712,126.73,2052.03,745.16,297.718,9.082,0,0,53.92,6.624,15.324,118.094,1550.13,0,1.464,734.42,0
Birmingham City Council,28.56,6625.92,473.76,0,5961.5,2705.4,602.87,14.31,0,0,0,9.09,29.47,58.9,6667.91,0,1.72,2755.6,0
Sutton LB,9.03,147.94,59.21,17.02,1580.64,556.08,143.14,4.48,8.72,0,27.28,7.78,0,48.65,3877.42,0,23.26,569.76,0
Redditch Borough Council,0,2.72,0.26,0,4.76,0,7.57,0,0,0,0,0,2.55,18.54,2274.18,24.35,0,0,0
Lancashire County Council,163.1,1734.504,1382.67,527.18,2283.59,4637.14,1540.841,37.263,30.1,0,282.74,29.422,526.67,259.117,0,0,106.88,0,0.75
Lincolnshire County Council,63.34,462.04,519.306,145.31,3221.244,2031.62,1087.563,15.544,0,182.5,207.38,0,0,119.135,0,21.74,97.754,1469.84,0
Nottingham City Council,29.34,88.26,122.78,58.14,2088.32,507.01,152.37,0.12,0,39.8,39.71,2.37,147.94,15.2,4738.5,0,0.58,2403.38,0
South Oxfordshire District Council,11.08,6.24,0,0.35,3626.18,0,2.39,1.56,0,0,0,0,0,75.29,4022.67,0,0,0,0
Mendip District Council,745.597,1288.411,112.956,176.06,1691.34,0,0,1.3,0,0,0,0,45.3,54.563,0,1.29,0,0,0
Stoke-on-Trent City Council,12.693,564.398,170.74,2.48,2342.9,763.44,250.119,5.729,0,38.34,42.78,1.2,101.127,44.653,3641.23,13.44,0,540.15,0
Runnymede Borough Council,2.17,0,0,0,1112.28,0,0,0,0,0,0,0,0,5.316,1917.21,18.1,0,0,0
Crawley Borough Council,0,0,0,0,358.54,0,19.27,0,0,0,0,0,0,52.9,1854.82,0,0,0,0
Trafford MBC,0,2618.87,0,0,6938,0,12.08,0,0,0,0,0,0,2.245,2680.67,0,0,0,0
Solihull MBC,944.89,132.402,133.76,6.77,3615.84,463.62,158.213,0.682,0,0,27.96,4.976,74.448,34.096,3291.4,0,47.742,1283.75,22.26
Enfield LB,10.88,178.3,105.44,33.16,3863.68,529.9,172.67,4.5,0,0,0,3.54,0,47.82,5767.03,0,0,0,0
Bracknell Forest Borough Council,570.48,127.55,139.2,9.81,1789.38,0,157.5,6.44,2.29,8.91,18.69,3.01,48.24,106.61,1781.8,0,3.57,99.31,15.58
Allerdale Borough Council,185.28,1094.5,32.14,0,1388.66,0,0,0,0,0,0,0,0,0,834.02,0,0,0,0
Bolsover District Council,10.632,262.54,0,0,981.12,0,12.94,0,0,0,0,0,2.6,7.064,1429.29,0,0,0,0
Wyre Forest District Council,8.21,18.83,0,0,575.42,0,3.39,0,0,0,0,0,7.58,19.91,2736.8,0,0,0,0
Hyndburn Borough Council,412.52,651.8,20.74,0,346.68,27.24,15.48,0,1.71,0,0,0,0,0,281.74,10.36,0,0,0
North Kesteven District Council,33.36,0,0,0,2264.14,0,0,0,0,0,0,0,0,4.339,2834.34,0,0,0,0
Hambleton District Council,0,1.26,0,0,1973.98,0,2.48,0,0,0,0,0,19.84,18.143,1899.04,0,0,0,0
South Somerset District Council,1131.383,1929.64,162.589,248.04,2330.62,0,0,1.75,0,0,0,0,53.135,77.451,0,28.553,0,0,0
Ipswich Borough Council,420.22,41.375,15.42,0.001,1848.1,20.16,64.74,0,0,0,2.58,0,0.63,44.206,2544.31,17.153,0,5.04,0
Waverley Borough Council,0,44.54,0,0,1870,0,1.51,0,0,0,0,0,0,29.07,3231.47,0,0,0,0
North Warwickshire Borough Council,0,363.64,0,0,1379.68,0,6.68,0,2.93,0,0,0,0,0,920.64,0,0,0,0
Hillingdon LB,101,182,141,12,3626,488,176,1,4,0,19,5,0,112,4507,0,104,365,0
Windsor and Maidenhead Borough Council,0,191.76,126.82,0,3117.74,0,162.78,5.34,0,54.9,19.8,11.94,11.12,33.55,4276.72,0,0,221.44,16.36
Eden District Council,0,595.88,0,42.9,1001.54,0,3.02,0,0,0,0,0,0,13.52,522.18,0,0,0,0
High Peak Borough Council,647.99,5.41,0,0,1661.5,0,6.14,0,0,0,0,0,0,4.29,1371.94,36.96,0,0,0
Poole Borough Council,0,139.98,202.76,55.84,2489.75,665.77,239.73,6.54,6.28,0,29.12,3.9,10.64,66.75,3859.8,5.87,0,222.44,0
Eastbourne Borough Council,335.98,51.67,0,2.88,1026.03,0,1.53,0,0,0,0,0,0,37.45,1531.02,0,0,0,0
Gloucestershire County Council,88.54,643.772,733.661,8.26,1918.34,2017.79,663.368,23.026,0,434.8,320.93,33.1,21.044,86.46,0,0,0.157,0,0
Dartford Borough Council,411.18,21.88,2.33,0,305.62,0,3.84,0,0,0,0,0,0,17.94,1589.49,0,0,0,0
Ribble Valley Borough Council,20.39,490.24,1.44,0,707.62,0,3.64,0,0,0,0,0,0,7.139,556.62,0,0,0,0
Scarborough Borough Council,0,0,0,0,1423.84,0,0,0,0,0,0,0,0,0,1945.44,0,0,0,0
Waveney District Council,490.03,0,0,0,1860.8,0,0,0,0,0,0,0,0,8.68,2420.17,0,0,0,0
Warwick District Council,737.44,1099.48,107.51,226.24,3316.68,0,0,0,0,0,0,0,0,18.22,128.78,0,0,0,0
Bury MBC,0,2112.96,0,0,3742.9,0,8.82,0,0,0,0,0,0,6.36,2254,0,0,0,0
Brent LB,6.09,104.86,86.63,1.85,2998.76,52.03,40.74,0,3.96,9.1,3.88,0.44,0,86.5,5942.67,0,66.34,21.48,0
Merton LB,16.88,149.34,110.1,20.5,1681.01,644.6,178.47,5.01,0,0,24.52,2.5,0,102.67,3613.45,0,64.55,441,0
East Devon District Council,983.67,1002.661,192.2,222.26,1288.47,0,0,0,0,0,0,0,0,45.1,0,8.043,0,0,0
Rother District Council,453.331,13.79,0,0,1412.44,0,23.73,0,0,0,0,0,0,59.114,1770.27,0,0,0,0
Gloucester City Council,648.01,823.47,151.07,205.33,1880.74,4.44,12.56,0,0,0,0,0,30.63,54.67,0,81.92,0,0,0
Maidstone Borough Council,31.891,0,0,0,2717.78,0,19.64,0,0,0,0,0,0,3.55,3770.34,0,0,0,0
Wyre Borough Council,20.26,1188.99,0.06,0,1431.24,0,19.32,0,0,0,0,0,0.861,29.621,1053.27,66.985,0,0,0
Leicester City Council,56,293,323,0,870,974,202,1,4,0,96,8,21,83,4080,5,0,1052,3
Great Yarmouth Borough Council,50.15,3.34,0,0,585.34,0,37.5,0,0.544,0,0,0,0,2.33,2100.3,0,0,0,0
Corby Borough Council,12.06,0,0,0,878.42,0,0,0,0,0,0,0,0,2.15,1637.16,0,0,0,0
Oxfordshire County Council,78.14,702.28,773.04,80.98,2081.5,2690.94,888.06,29.8,25.93,0,137.62,14.13,40.52,119.52,0,0,0,1129.04,0
Salford City Council MBC,0,2183,0,0,3945,0,0,0,0,0,0,0,0,0,2417,0,0,0,0
Sheffield City Council,101.5,4065.8,359.5,0,1767.5,1043,373.9,15.2,0,0,120.7,0,21.7,111.7,4524.4,0,0,0,0
Coventry City Council,0,153.48,182.24,0,2802.58,11.37,225.48,10.02,6.41,178,41.92,7.85,2.52,186.27,5374.46,0,0,1481.96,0
Hackney LB,550.39,155.61,129.34,0.21,1672.61,90.7,113.8,0,4.7,0,0,0,0,168.92,4435.53,16.14,175.75,0,0
Waltham Forest LB,8.34,131.675,114.311,15.22,2147.28,664.22,149.347,3.189,0,0,40.11,6.48,0.167,178.208,4852.73,17.268,0.806,614.44,6.69
East Cambridgeshire District Council,34.623,19.664,0,0.183,2153.76,0,0,0,0,0,0,0,2.91,25.061,1962.966,0,0,0,0
Redcar and Cleveland Borough Council,22.51,510.84,91.391,6.87,1774.04,373.42,113.42,4.254,6.64,0,13.7,0,141.09,7.984,2243.14,0,0,94.94,2.406
South Hams District Council,384.62,1087.92,0,0,2423.02,0,1.71,0,0,0,0,0,0.384,32.9,213.88,43.953,2.856,0,0
Basildon District Council,911.3,47.418,32.74,0,3613.34,197.2,65.951,1.653,0,0,0,0.167,0,50.351,3440.25,9.303,0,0,0
Kingston-upon-Hull City Council,8.45,221.22,240.29,57.59,3332.42,1021.6,327.27,5.89,9.18,0,83.2,4.52,22.73,206.75,4988.98,0,0.19,980.44,0
Swale Borough Council,50.42,216.9,0,0,1655.6,0,1.58,0,0,0,0,0,0,11.353,3459.19,0,0,0,0
Rutland County Council,25.63,74.12,55.04,22.73,1184.8,142.5,89.79,1.49,3.66,0,14.18,0,0,8.28,1137.11,1.52,40.42,168.1,1.2
Kings Lynn and West Norfolk Borough Council,0,2.7,0,0,2703.2,0,12.54,0,3.19,0,0,0,0,70.13,3622.65,0,0,0,0
Northampton Borough Council,994.38,1501.19,300.75,415.32,3456.56,0,0,0,0,0,0,0,29.34,34.68,1021.93,7.65,0,0,0
Vale of White Horse District Council,0,3.01,0,0,3052.05,0,1.95,1.28,0,0,0,0,0,33.245,3474.33,0,0,0,0
Sedgemoor District Council,619.414,1107.469,87.948,179.93,1976.24,0,0,0.9,0,0,0,0,47.747,39.134,0,15.367,0,0,0
Suffolk County Council,360.61,708.785,1064.121,358.98,2799.66,2521.43,1268.717,30.843,0,0,66.98,17.25,40.317,195.36,0,18.991,1.632,523.1,0
Wigan MBC,14.33,298.81,341.02,115.21,4210.13,1152.18,377.09,10.91,10.76,0,53.68,8.15,16.75,438.96,6553.47,0,57.8,1021.12,39.16
Knowsley MBC,22.34,0,0,0,899.92,0,14.27,0,0,0,0,0,0,13.9,3015.22,0,12.69,0,0
Walsall MBC,0,138.28,146.52,3.22,2276.9,745,215.697,7.63,3.68,0,46.56,5.15,44.85,153.24,5584,0,10.44,500.04,0
Islington LB,0,72.23,80.6,14.68,1178.55,339.64,119.28,3.56,0,0,31.46,0.34,0,99.82,3665.64,18.5,0.28,282.66,0
West Berkshire District Council,1050.33,2165.56,163.53,5.9,4137.74,442.94,256.7,9.62,6.57,0,48.83,4.86,2.05,66.25,341.95,18.09,1.34,342.34,10.32
Middlesbrough Borough Council,20.193,72.399,71.77,15.256,1075.626,277.974,134.172,0,5.751,90.054,20.907,2.349,0,7.794,2399.457,0,0,350.694,0
Barrow-in-Furness Borough Council,0,171.04,0,0,618.71,0,0,0,0,0,0,0,0,0,950.14,0,0,0,0
Torridge District Council,18.74,26.077,0,0,1320.04,0,1.575,0,0,0,0,0,0,2.885,1129.33,8.593,0,0,0
Chelmsford Borough Council,958.38,1546.38,140.84,378.14,3990.74,0,0,0,0,0,0,0,0,12.83,0,0,0,0,0
Eastleigh Borough Council,784.3,0,0,0,1611.3,0,2.14,1.97,0,0,0,0,0,67.41,1856.31,0,0,0,0
Herefordshire Council,40.3,195.5,528.46,5.73,1693.4,521.34,148.17,13.46,23.14,0,88.34,4.83,0.153,28.26,4704.48,1.6,26.05,1070.12,0
Broxbourne Borough Council,469.41,857.5,0,0,1659.94,0,6.62,0,0,0,0,0,0,20.75,343.52,0,0,0,0
Kent County Council,254.12,1750.98,1868.09,0,5781.25,6045.87,1775.12,64.98,100.86,0,392.89,26.14,2.86,501.6,0,0,0,5553.49,0
Ashfield District Council,645.9,4.06,0,5.05,1434.44,0,17.888,0,0,0,0,0,0,10.67,2218.5,0,0,0,0
Mid Suffolk District Council,1080.06,126.387,18.52,0,2297.72,0,0,0,0,0,0,0,2.16,34.002,3516.36,0,0,8.28,0
Nuneaton and Bedworth Borough Council,28.824,953.9,16.86,0,1867.22,0,15.02,0,0,0,0,0,0,10.45,1232.26,0,0,0,0
Wirral MBC,30.169,3.04,0,0,2529.44,0,40.06,0,0,0,0,0,0,19.636,7026.99,0,0.696,0,0
North Tyneside Council,1125.57,190.96,168.42,20.86,1826.1,852.81,202.62,2.98,8.11,0,66.46,1.82,0,137.16,2522.95,24.82,0,908.64,0
Bradford City MDC (MBC),135,2744.7,287,0,4107,1356,543,8,13.7,0,128.9,0,0,501.2,2700,70,73.9,833,17.4
Western Riverside Waste Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.46,0
West London Waste Authority,0,13.42,0,0,142,1032.45,0,0,0,0,0,0,0,0,0,0,7.9,0,0
Redbridge LB,6.66,123.84,109.66,32.39,1558.52,444.72,176.42,5.92,2.68,0,0,2.54,0,45.78,3190.87,1.2,0,263.14,1.6
Wokingham Council,696.47,169.62,243.69,16.81,2402.24,0,286.81,9.94,5.04,31.28,41.05,4.91,3.54,161.82,2307.04,0,4.34,217.28,29.72
South Lakeland District Council,607.21,1282.94,97.94,199.07,2172.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torbay Council,813.88,1108.1,253.96,179.96,2136.81,468.23,184.42,5.44,3.86,0,13.94,3.82,0,48.37,638.6,3.35,0,127.36,0.62
Maldon District Council,461.36,7.89,0.32,0,1351.4,0,0,0,0,0,0,0,0,31.265,1030.976,0,0,0,0
Havant Borough Council,478.82,0,3.98,24.12,598.07,0,2.72,0,0,0,0,0,0,62.567,1966.24,0,0,0,0
North Hertfordshire District Council,0,971.05,0,0,3463.6,0,8.42,0,0,0,0,0,0,4.74,2305.12,0,0,0,0
Dover District Council,0,1102,0,0,1225.9,0,5.56,0,0,0,0,0,0,11.82,1352.21,0,0,0,0
Charnwood Borough Council,51.204,39.762,1.352,0.962,2375.84,0,69.684,2.509,0,0,0,0,5.849,5.829,4366.87,43.219,0,0,0
Norfolk County Council,198.22,681.94,876.279,124.94,4459.5,602.42,1476.861,43.476,3.67,0,100.04,31.13,254.228,114.545,0,0,1.057,1177.51,0.763
Mansfield District Council,223.91,12.53,2.96,0,993.69,12.74,0,0,0,0,0,0,13.23,25.05,1679.67,0,0,0,0
Cannock Chase Council,0.46,2.39,0,0,1245.2,0,1.6,0,0,0,0,0,0,20.17,2357.44,0,0,0,0
Swindon Borough Council,922.82,1805.42,710.41,451.6,1722.26,1028.52,241.67,12.19,4.82,0,51.94,0,0,25.38,0,32.3,0,1012.96,0
Wakefield City MDC,91.49,301.61,279.35,96.44,3134.9,1196.16,425.59,7.23,28.29,0,110.9,10.6,21.6,381,6652.96,0,12.92,123.06,22.2
Camden LB,0,114.61,52.54,4.58,1159.32,221.58,108.05,0,0,0,21.39,0,126.29,107.08,4524.58,6.01,0.12,193.16,0.39
Westminster City Council,1470.54,643.8,0,0,736.13,0,89.62,0.17,0,0,0,0,0,86.77,5929.97,0,0,0,0
Exeter City Council,506.12,111.32,0,0,480.64,0,2.43,0,0,0,0,0,20.47,24.68,2142.11,27.304,0.94,0,0
