Name,Glass,Paper & Card,Metal,Plastic,Organic,Wood,WEEE,Batteries,Tyres,Soil,Plasterboard,Oil,Other Materials,Textiles,Co-mingled,Furniture,Composite,Rubble,Paint
Reading Borough Council,665.93,136.29,245.26,12.9,2663.61,0,219.45,9.02,13.34,275.96,91.91,5.97,3.59,112.04,2471.66,0,3,709.45,32.02
Carlisle City Council,661.64,985.24,155.68,274.32,3020.85,0,4.86,0,0,0,0,0,0,3.88,23.96,0,1.1,0,0
Derby City Council,9.11,219.28,305.65,91.47,3384.29,1136.92,332.06,15.72,0.48,0,75.89,10.69,123.88,287.36,4767.99,0,0.1,22.9,2.67
East Sussex County Council,141.96,646.79,1073.71,17.21,3959.38,1377.641,1152.29,40.911,25.92,1191.65,127.54,11,133.04,86.94,0,0,0,2073.7,21.18
Worcestershire County Council,64.26,768.5,1540.957,0,6402.84,3495.7,561.446,25.7,0,0,342.78,32.582,0,146.61,5.24,7.451,22.401,5910.8,0
East Riding of Yorkshire Council,139.74,519.191,729.135,8.52,16511.67,2449.29,764.097,24.341,46.24,0,161.04,9.254,85.878,172.568,8441.58,0,0,4483.56,0
Ashford Borough Council,0,0,0,0,3113.05,0,0,0,0,0,0,0,0,0,3166.22,0,0,0,0
Pendle Borough Council,26.05,661.25,0,0.54,950.74,0,52.29,0,0.36,0,0,0,0,27.47,1056.84,48.11,5.79,0,0
South Kesteven District Council,0,0,0,0,3824.66,0,0,0,0,0,0,0,0,0,3813.44,0,0,0,0
Richmondshire District Council,249.615,326.025,180.255,180.255,1121.78,0,2.68,0,0,0,0,0,0,39.984,0,0,1.632,0,0
Harrogate Borough Council,91.03,42.533,1.76,1.44,3982,0,7.627,0,0,0,0,0,0,39.683,2591.3,13.311,0,0,0
St Edmundsbury Borough Council,581.96,142.033,31.52,0,2530.34,0,44.009,0,0,0,0,0,27.64,49.303,2114.91,0,0,0,0
Rugby Borough Council,0,0,0,0,3775.28,0,0,0,0,0,0,0,0,4.21,2530.74,0,0,0,0
Greater Manchester WDA (MBC),0,2070.3,3422.16,102.85,5965.93,12290.3,3353.76,69.56,156.38,0,416.61,47.07,0,554.62,255.6,20.76,0,17539.97,0
Greenwich LB,0,71.7,139.94,7,5668.27,778.54,191.99,5.66,5.9,0,47.4,7.54,0,80.06,5042.66,0,167.636,0,0.92
Tower Hamlets LB,0,10.14,27.18,2.74,326.22,176.54,70.44,0.9,0,0,0,1.54,0,148.83,3069.08,0,0,52.82,0
Bath and North East Somerset Council,1162.71,2360.93,580.68,366.77,4864.84,1247.2,308.65,13.29,13.85,0,93.24,5.67,16.29,103.31,0,7.38,0,1716.61,0
South Derbyshire District Council,34.7,700.2,0.14,6.07,4002.72,0,1.73,0,0,0,0,0,0,27.31,1046,8.36,0.73,0,0
Cotswold District Council,769.52,1002.88,174.95,171.28,4540.18,0,15.16,0,0,0,0,0,26.1,63.16,0,30.2,1.34,0,0
South Ribble Borough Council,4.27,946.59,0,0,3729.76,0,10.36,0,0,0,0,0,16.38,7.72,1589.59,17.74,6.72,0,0
Harborough District Council,0,20.422,0.085,0,2333.52,0,0.716,0,0,0,0,0,2.063,64.481,2470.941,1.248,0,0,0
Breckland Council,166.43,8.68,0.04,0,2793.74,0,9.02,0,1.86,0,0.2,0,0,9.435,3048.52,0,0,0,0
Oldham MBC,0,1845.62,0,0,4067.84,0,0,0,0,0,0,0,0,0,2201.72,0,0,0,0
Doncaster MBC,48.41,415.804,487.671,149.14,10336.69,1445.08,502.123,11.57,16.92,0,72.7,10.87,3.863,142.325,4637.71,36.975,0.106,2735.08,0
Hounslow LB,1017.65,2000.32,657.91,615.2,2834.9,1031.76,150.274,10.09,0,0,17.8,7.85,0,214.151,0,0,109.8,231.98,0
Cambridgeshire County Council,81.13,706.02,1331.86,358.83,3239.98,3715.16,1061.15,46.82,0,2047.06,222.38,33.13,0,140.9,0,115.59,0,3925.96,11.94
North Devon District Council,615.8,939.937,105.094,186.94,3055.751,0,8.775,0,0,0,0,0,0,12.94,0,29.49,0,0,0
Tewkesbury Borough Council,0,15.16,0.14,0,2855.5,0,11.24,0,0,0,0,0,30.47,51.82,2302.5,29.11,0,0,0
Sevenoaks District Council,468.07,128.7,0,0,1762.56,0,13.12,0,0,0,0,0,0,46.641,1590.2,0,0,0,0
North West Leicestershire District Council,611.9,920.528,104.22,224.22,3951.12,0,13.132,0,0,0,0,0,0.667,36.784,46.3,21.419,0.411,0,0
Norwich City Council,33.44,0,0.02,0,1692.78,0,11.52,0,0.92,0,0,0,0,0,2844.26,0,0,0,0
East Northamptonshire Council,0,0,0,0,1371.7,0,0,0,0,0,0,0,0,0,2302.55,0,0,0,0
Oxford City Council,85.55,13.63,12.85,5.3,2642.76,0,48.42,1.08,0,0,0,0,17.52,124.72,4162.71,0,0,0,0
Somerset County Council,179.7,1079.82,1616.23,27.66,8472.74,2120.6,1224.87,37.34,0,0,64.62,16.9,126.17,227.72,0,0,5.57,0,0
Tameside MBC,0,2006.3,0,0,5531.9,0,8.92,0,0,0,0,0,0,17.255,3172.98,0,0,0,0
Sandwell MBC,34.3,156.24,303.95,1,6901.68,1314.96,140.25,9.46,0,478.1,54.76,7.5,4.96,142.55,6364.81,0,15.29,482.79,0
Bromley LB,160.2,3500.46,323.28,0,7911.02,1211.04,236.41,0,6.14,0,33.2,6.36,158.68,76.41,2959.21,0,0,0,0
Newham LB,119.06,136.47,192.03,41.5,215.19,726.26,199.19,5.73,19.57,0,32.43,2.2,0,33.99,3206.38,0,0,375.95,2.58
Huntingdonshire District Council,0,0,0,0,7620.68,0,0,0,0,0,0,0,3.992,109.26,4454.203,0,0,0,0
Hartlepool Borough Council,61.72,8.2,101.42,57.65,2051.54,450.34,158.02,3.24,3.19,295.82,25.08,0,34.95,8.62,1620.15,0,49.76,475.44,0
Stockton-on-Tees Borough Council,707.18,1085.34,279.32,252.19,3173.67,510.27,205.91,2.7,13.55,0,0,2.61,0,43.45,0,0,26.3,2639.52,0
Cumbria County Council,29.1,515.598,941.223,25.29,1250.7,2466.16,925.838,33.28,48.74,0,329.96,19.2,0,82.121,0,0,0,5193.26,0.38
Mid Devon District Council,527,774.21,79.534,156.508,2123.131,0,8.115,0,0,0,0,0,0,18.282,63.92,27.66,0,0,0
Brentwood Borough Council,485.12,0,4.74,0,1631.84,0,11.54,0,6.85,0,0,0,0,9.224,1411.36,28.974,0,0,0
Basingstoke and Deane Borough Council,1082.29,52.82,0.29,2.16,779.69,0,55.844,0,0,0,0,0,1.735,117.87,2212.24,60.057,6.19,0,0
Wychavon District Council,50.43,25.65,2.78,0,1945.4,0,7.28,0,0,0,0,0,0.51,46.85,3472.86,12.55,0,0,0
Tonbridge and Malling Borough Council,554.29,704.59,76.85,93.74,4842.64,0,62.58,0,0,0,0,0,0,36.51,0,0,0,0,0
Wellingborough Borough Council,37.208,13.5,15,1.64,2382.69,38.6,18.9,0,0,0,8.08,0.8,0,39.735,1946.02,0,0,88.62,0.696
West Somerset District Council,275.327,409.615,35.583,42.53,597.68,0,0,0.7,0,0,0,0,19.061,28.336,0,8.401,0,0,0
Forest Heath District Council,231.76,32.8,0,0,974.96,0,0,0,0,0,0,0,0,9.161,1053.01,0,0,0,0
Warwickshire County Council,80.87,886.61,1077.85,40.47,2294.75,2195.15,652.64,35.7,0,314.15,53.06,23.76,0.9,534.24,0,31.58,49.43,2124.89,3.46
St Helens MBC,1025.7,1371.9,273.3,261.8,4429.1,0,18.6,0,0,0,0,0,59.8,15.26,0,0,0,678.4,0
Gateshead MBC,0,997.17,250.21,85.28,3634.36,53.95,274.67,3.25,24.38,0,55.97,0.69,69.66,767.13,3178.91,0,0,994.89,0
Hammersmith and Fulham LB,0,37.75,39.41,4.23,207.24,0,72.65,1.35,0.08,0,0,1.11,0,77.47,2917.61,31.9,0.12,0,0
Wandsworth LB,0,63.69,62.53,0.27,403.12,0,107.22,2.3,0.64,0,0,1.88,0,107.56,5079.15,4.48,0.2,2.06,0
Slough Borough Council,0,39.02,175.85,4.88,1971.42,274.82,75.73,2.84,3.32,0,18.54,0.44,1.84,95.865,2029.8,0,60.9,117.4,16.14
Aylesbury Vale District Council,0,0,0,0.72,4055.165,0,0,0,0,0,0,0,0,61.2,4679.8,0,0,0,0
Peterborough City Council,18.01,107.86,270.64,0,4511.36,720.76,174.81,5.57,0,404.34,56.1,6.48,204.5,47.86,4468.36,0,0,662.14,0
Copeland Borough Council,378.7,453.54,64.14,64.76,1817.96,0,10.26,0,0,0,0,0,0,5.24,0,0,0,0,0
Devon County Council,225.67,1294.78,1739.697,406.976,7768.89,5285.96,1924.403,55.523,8.93,0,128.2,22.686,541.663,715.205,0,0,245.579,867.06,0
Epping Forest Borough Council,635.828,22.65,0.6,0,5266.26,0,25.137,0,2.4,0,0,0,2.4,17.413,2651.93,15.942,0,0,0
Gosport Borough Council,258.94,33.5,0,0,109.59,0,2.92,0,0,0,0,0,0,62.97,1104.65,0,0,0,0
Malvern Hills District Council,112.79,0,0,0,659.48,0,1.86,0,0,0,0,0,0.18,18.82,1804.1,0,0,0,0
East Hertfordshire District Council,0,864.67,0,0,4578.16,0,16.03,0,0,0,0,0,0,15.39,2290.9,0,0,0,0
Canterbury City Council,0,1060.87,12.42,0,4812.69,0,6.505,0,0,0,0,0,0,22.81,1935.22,0,0,0,0
Blackpool Borough Council,99.74,1186.94,146.402,53.64,2558.6,652.94,204.88,8.04,0,142.22,29.52,2.5,26.831,52.063,1523.28,0,12.28,202.32,2.44
Leicestershire County Council,78.34,960.04,1251.73,470.06,5130.96,0,1022.844,37.053,0,0,111.08,41.653,68.236,197.32,0,42.802,0,0,0
Blaby District Council,46.658,96.919,5.21,2.18,2283.54,0,3.658,1.747,0,0,0,0,7.767,85.066,2245.54,14.199,0,0,1.044
Broxtowe Borough Council,501.44,3.47,0,0,2114.16,0,0,0,0,0,0,0,0,12.906,1773.02,0,0.308,0,0
Suffolk Coastal District Council,822.92,13.36,138.69,0,5238.35,59.62,0.27,3.24,1.08,0,2.4,0,0,56.12,2484.98,0,0,0,0
Stratford-on-Avon District Council,0,0,0,0,6449.22,0,4.68,0,0,0,0,0,1.64,5.414,3516.46,0,0,0,0
Sunderland City Council,0,1021.61,186.53,63.4,3782.56,0,183.32,2.38,10.8,0,47.99,0.27,70.65,336.16,3775.3,2.37,0,1160.45,0
Kirklees MBC,1325.93,364.63,376.76,21.38,4949.08,1727.92,326.11,14.09,33.74,0,169.72,6.46,0,48.8,5698.68,0,0.57,3936.48,18.85
Wycombe District Council,76.56,2741.93,0,0,8601.59,0,20.66,1.69,8.18,0,0,0,0,22.78,3127.54,0,0,0,0
Portsmouth City Council,534.65,148.74,341.39,6.29,1586.9,172.76,150.83,7.8,0,223.08,52.87,1.69,84.9,96.43,2107.64,0,0,849.43,0
Stevenage Borough Council,431.76,806.26,0,0,2013.42,0,8.64,0,0,0,0,0,0,13.656,195.3,0,0,0,0
Gravesham Borough Council,246.16,19.43,0.66,0,1484.71,0,21.6,0,0,0,0,0,0,12.51,1398.38,0,0,0,0
Hinckley and Bosworth Borough Council,66.78,1038.038,6.406,4.32,3088.77,0,15.206,0,0,0,0,0,7.203,51.134,1195.14,30.42,0,0,0
Broadland District Council,9.657,8.101,0,0.507,4123.64,0,7.24,0,1.62,0,0,0,0,8.245,2937.861,0,0,0,0
Northamptonshire County Council,64.51,989.81,1360.23,293.61,4212.25,0,1206.19,48.55,12.92,0,283.37,39.18,397.73,179.74,0,0,0.75,4200.55,141.69
Lichfield District Council,2.743,3.91,0,0,4067.13,0,0,0,0,0,0,0,4.57,16.421,2873.13,0,0,0,0
Elmbridge Borough Council,0,5.32,0,0,4012.94,0,10.774,0,0,0,0,0,0,40.8,3393.48,0,0.63,0,0
City of London,0,0,0,0,51.6,0,8.02,0,0,0,0,0,25.54,6.46,213.7,0,0,0,0
Royal Borough of Kensington and Chelsea,0,46.91,47.97,0.2,330.88,0,86.31,1.73,0.42,0,0,1.42,0,66.24,4085.43,0,0.15,0,0
Darlington Borough Council,593.43,998.28,99.47,17.6,1186.58,430.91,127.73,0,4.82,0,14.52,0,0,55.79,544.17,57.99,1.48,3262.76,0
Winchester City Council,379.12,1.62,0,0,1507.16,0,5.96,0,0,0,0,0,0,55.2,1916.82,0,0,0,0
Shepway District Council,0,629.46,0,0,2352.65,0,5.5,0,0,0,0,0,0,20.88,1310.68,0,0,0,0
Oadby and Wigston Borough Council,232.12,606.219,36.64,93.52,1298.04,0,6.091,0,0,0,0,0,0.968,43.169,0,0,0,0,0
South Norfolk Council,146.654,20.67,0.58,0,2993.76,0,16.12,0,1.76,0,0,0,0,52.03,3265.88,0,0,0,0
Kettering Borough Council,0,498.35,0,0,3269.48,0,0,0,0,0,0,0,0,40.65,1961.68,0,0,0,0
Nottinghamshire County Council,388.06,912.52,1400.19,48.97,8333.38,4518.8,869.84,36.13,20.34,0,436.49,30.31,0,227.34,0,0,0,4906.49,0
Staffordshire Moorlands District Council,0,377.04,0,0,3861.1,0,1.47,0,0,0,0,0,0,3.88,1658.3,10.04,0,0,0
Reigate and Banstead Borough Council,0,1973.9,0,0,4085,0,6.5,0,0,0,0,0,0,70.5,1545,0,0,0,0
Chichester District Council,0,157.25,0,0,1640.62,0,9.44,0,0,0,0,0,0,12.33,3158.34,0,0,0,0
Merseyside WDA (MBC),120.27,1248.65,2443.24,1068.56,7985.69,8822.91,1748.26,65.92,76.76,0,455.02,31.3,529.3,1583.05,165.42,0,687.78,11108.2,142.45
Croydon LB,23.72,4558.17,389.86,37.14,6762.72,1565.53,435.75,8.09,0.98,0,108.96,7,0,274.78,3051.06,0,0,2575.69,0
Richmond upon Thames LB,0,2810.05,244.32,0,3432.72,411.9,161.52,7.44,0,0,40.9,1.5,20.28,96.94,2201.329,25,63.44,731.72,0
Warrington Borough Council,10.68,204.61,262.78,17.98,6147.92,1056.4,212.61,3.091,0,0,26.72,4.806,164.17,173.705,4732.06,7.361,0,683.93,0
Amber Valley Borough Council,804.74,20.58,0.24,0.81,1581.64,0,12.46,0,0,0,0,0,0,0,2015.02,0,0,0,0
Castle Point Borough Council,527.28,0,1.84,0,2785.3,0,5.616,0,2.233,0,0,0,0,23.589,1611.72,4.4,0,0,0
Thurrock Council,6.16,72.036,190.619,0,4614.48,926.718,217.42,4.402,0,331.34,24.52,10.95,112.26,14.52,3023.04,0,0,694.98,25
East Hampshire District Council,859.8,4.27,0,0,751.12,0,3.16,0,0,0,0,0,0,56.13,1928.47,0,0,0,0
Hertfordshire County Council,80.64,1189.28,1402.16,481.04,2739.97,5106.98,1437.89,37.37,47.56,0,87.8,24.01,24.37,348.77,47.14,0,1.61,2981.55,0
Tunbridge Wells Borough Council,497.65,1303.47,5.88,0,3936.7,0,7.9,0,0,0,0,0,5.04,32.19,292.23,0,0,0,0
Fylde Borough Council,8.49,882.64,0,0,2263.4,0,5.67,0,0.19,0,0,0,0,13.97,974.21,13.132,0.18,0,0
Blackburn with Darwen Borough Council,48.76,187.54,222.17,70.39,1830.69,0,191.71,5.84,4.11,0,103.02,6.43,24.14,84.65,3210,0,38.4,0,0
Lincoln City Council,38.28,0.72,0,0,2077.38,0,0,0,0,0,0,0,0,4.791,1942.05,0,0,0,0
Craven District Council,6.81,558.098,0,0,1021.21,0,3.465,0,0.39,0,0,0,0,17.513,844.909,0,1.854,0,0
Tandridge District Council,3.47,66.02,0.09,0.74,2036.1,0,15.2,0.48,0,0,0,0,0,42.46,2527.68,0,0,0,0
Worthing Borough Council,0,31.9,0,0,1772.9,0,6.47,0,0,0,0,0,0,13.56,2314.22,0,0,0,0
Sefton MBC,1514.99,1340.22,326.35,7.96,6820.6,0,44.73,0,0,0,0,0,0,50.02,2146.4,0,0.55,0,0
Newcastle-upon-Tyne City Council MBC,1106.03,190.53,198.65,0,3590.12,1088,247.49,2.95,17.52,0,59,4.7,96,33.17,3599.34,0,0,1634,0
Harrow LB,0,0,231.4,0,4746.1,863.9,209.2,0,0,0,13.6,3.7,0,39.65,4628.7,0,53.2,0,0
South Bucks District Council,0,404.71,0,0,1572.51,0,10.26,0,0.08,0,0,0,0,42.669,1312.412,0,0,0,0
Erewash Borough Council,0,0,0,0,3622.66,0,25.74,0,0,0,0,0,0,0,2563.44,0,0,0,0
Plymouth City Council,175.9,175.9,368.91,32.13,3161.53,1673.02,330.46,11.22,1.22,0,121.22,6,87.63,94.83,4569.61,4.82,0,2742.19,0
Brighton and Hove Council,1707.34,216.935,234.601,3.795,1345.56,378.52,307.2,9.48,3.54,265.14,54.42,6.07,57.64,138.851,3082.21,0,1.654,689.7,5.84
Harlow District Council,3.201,7.999,0.238,0.359,893.67,0,32.316,0.031,0,0,0,0,1.255,27.351,1994.08,0,0,0,0
Hart District Council,718.25,52.47,0,0,1071.46,0,12.324,0,0,0,0,0,0,68.564,1497.54,0,0,0,0
Hertsmere Borough Council,5.507,542.067,0.244,0.676,2549.98,0,7.044,0,0,0,0,0,0,7.043,1393.86,0,0,0,0
Preston City Council,7.17,1247.08,19.2,3.42,2535.9,0,22.95,0.02,0,0,15.72,0,56.84,12.11,1456.18,36.07,0,0,0
West Lindsey District Council,0,6.17,0,0,4820.61,0,32.99,0,0,0,0,0,0,28.56,2435.87,0,0,0,0
Selby District Council,591.77,812.02,65.12,180.8,3423.06,0,5.42,0,0,0,0,0,0,18.34,0,0,0.381,0,0
Gedling Borough Council,675.39,15.941,2.74,1.036,1683.24,0,16.81,0,0,0,0,0,11.36,17.693,1860.46,0,0,0,0
Staffordshire County Council,41.86,958.55,1330.73,125.03,3686.99,116.18,1363.77,60.05,82.44,0,161.76,31.14,187.19,324.27,0,0,80.28,5102.32,186.89
Bolton MBC,0,2532.41,0,0,5702.06,0,0,0,0,0,0,0,8.058,8.539,2891.26,27.999,0,0,0
Leeds City Council MBC,2305.173,675.901,837.07,1.128,16291.412,3450.55,772.157,18.839,44.32,0,321.08,13.664,231.523,244.978,10011.522,0,2.625,0,97.365
Barnet LB,15.26,251.04,225.04,32.08,6928.94,1193.68,258.01,1.6,5.96,0,36.97,6.24,6.84,207.86,6987.77,36.56,0,1024.2,0
Lambeth LB,0,97.77,101.42,7.76,1905.02,328.28,179.42,3.6,2.92,0,0,3.51,19.58,91.64,4584.64,0,0.16,2.62,0
South Gloucestershire Council,1599.86,2802.52,773.35,172.88,8073.74,1905.46,420.44,32.31,18.68,0,121.96,6.25,33.52,451.31,999.22,0,9.24,1257.74,0
Derbyshire Dales District Council,0,525.178,0,0,2846.22,0,11.66,0,0,0,0,0,0,12.051,1099.06,0,0,0,0
Lewes District Council,578.358,808.963,78.724,79.899,353.87,0,6.858,0.827,0,0,0,0,0,22.641,0,0,0.983,0,0
Tendring District Council,406.915,1238.49,0,0,1168.79,0,0,0,0,0,0,0,0,29.234,288.26,109.323,0.832,0,0
Forest of Dean District Council,563.99,540.02,109.5,51.85,3140.72,0,10.6,0.42,0,0,0,0,6.11,36.06,0,67.18,2.7,0,0
Rushmoor Borough Council,505.07,6.72,0,0,735.54,0,3.68,0,0,0,0,0,0,59.54,1146.28,0,0,0,0
Bromsgrove District Council,4.26,24.95,0.46,0,2432.72,0,6.16,0,0,0,0,0,2.82,0.82,2423.3,33.56,0,0,0
Three Rivers District Council,0,0.22,0,0,3371.81,0,5.754,0,0,0,0,0,0,9.02,2665.66,0,0,0,0
Isle of Wight Council,7.22,441.34,488.61,0,3654.82,0,407.26,22.13,17.72,0,0,5.084,262.88,16.18,3038.15,0.154,0,1446.44,12.41
West Lancashire Borough Council,21.75,1104.921,4.075,0,3632.98,0,17.981,0,0,0,0,0,2.539,25.82,1257.6,12.477,0.229,0,0
North Yorkshire County Council,217.68,1170.076,1318.939,113.86,3837.56,3237.22,845.101,36.393,23.641,0,68.58,17.95,89.451,206.064,1.48,0,0,474.69,0
Rushcliffe Borough Council,631.37,23.88,0,0,4165.44,0,0,4.84,0,0,0,0,49.85,7.89,1845.12,0,1.65,0,0
Newcastle-under-Lyme Borough Council,687.088,1001.633,150.837,220.067,4224.86,0,3.24,0,0,0,0,0,0,20.276,0,32.49,0,0,0
Epsom and Ewell Borough Council,512.56,447.54,89.98,2.08,2189.58,0,6.28,0,0,0,0,0,0,10.44,821.68,0,0,0,0
West Sussex County Council,0,1389.29,2320.86,0,10758.52,1111.5,2207.29,116.1,87.44,0,377.24,46.7,101.9,422.74,115.89,46.9,0,9473.59,4.89
Rochdale MBC,0,1697.68,0,0,5528.36,0,0,0,0,0,0,0,35.895,54.993,2173.401,0,0,0,0
Rotherham MBC,125.21,1879.178,383.281,178.74,7808.241,1099.92,392.315,11.468,0,0,59.44,9.646,19.033,132.371,1685.58,0,1.006,1442.62,0
Birmingham City Council,136.6,6839.8,706.88,10.14,12483.76,4163.7,849.68,33.2,0,0,0,6,57.66,389.27,6908.63,0,1.91,6483.41,0
Sutton LB,9.6,154.57,184.38,19.66,3248.26,873.99,220.17,5.51,2.78,0,37.24,3.7,0.47,97.78,3868.69,0,5.51,1046.18,0
Redditch Borough Council,1.61,2.59,0.2,0,0,0,6.85,0,0,0,0,0,2.48,24.27,2238.34,19.17,0,0,0
Lancashire County Council,275.49,2051.423,2013.552,740.324,3333.8,6457.13,1766.737,58.703,36.18,0,247.44,40.327,805.92,287.322,125.65,0,101.806,0,1.62
Lincolnshire County Council,104.59,513.83,905.253,313.28,5427.62,3077.3,1260.378,37.903,0,628.22,249.42,5.26,12.98,130.628,0,31.36,189.97,2685.51,0
Nottingham City Council,34.14,115.92,166.81,88.94,5916.16,761.33,190.47,4.23,0,79.16,49.41,3.22,144.8,19.86,4923.86,0,0.42,1741.84,0
South Oxfordshire District Council,10.6,10.39,0,0.65,5063.63,0,3.49,0,0,0,0,0,0,87.93,3971.2,0,0,0,0
Mendip District Council,756.125,1084.611,103.516,155.13,1991.08,0,0,1.76,0,0,0,0,58.741,56.528,0,0.636,0,0,0
Stoke-on-Trent City Council,16.974,706.97,278.21,6.38,5687.9,1249.16,329.72,9.77,0,125.68,74.7,4.14,26.983,80.87,3963.93,21.91,0.08,1011.34,0
Runnymede Borough Council,23.049,4.8,0,0,1369.46,0,2.3,0,0,0,0,0,0,15.392,1790.98,8.348,0,0,0
Crawley Borough Council,0,0,0,0,628.59,0,20.03,0,0,0,0,0,0,53.4,1895.47,0,0,0,0
Trafford MBC,0,2704.62,0,0,9101.7,0,12.52,0,0,0,0,0,0,3.22,2743.2,0,0,0,0
Solihull MBC,997.95,92.617,214.33,1,7369.56,703.28,178.343,3.852,0,0,27.7,6.716,61.78,36.473,3186.82,0,0,1673.78,34.994
Enfield LB,10.36,177.08,198.52,0,6337.81,0,209.76,5.02,0,0,0,6.36,0,103.1,5887.38,2.17,0,0,0
